Structures,Volume in nm3
ODIXIK_clean.cif,4.8
ODODES_clean.cif,4.8
ODODIW_clean.cif,2.9
ODODOC_clean.cif,2.8
ODOMIF_clean.cif,1.8
ODONEB_clean.cif,9.9
ODONIF_clean.cif,10.0
ODOXEK_clean.cif,2.0
ODUNEH_clean.cif,5.1
OFAMUF_clean.cif,2.3
OFAPIW_clean.cif,3.2
OFAWAV_clean.cif,4.8
OFAWEZ_clean.cif,4.7
OFEHAK_clean.cif,4.6
OFEHEO_clean.cif,5.1
OFEREX_clean.cif,1.5
OFERUN02_clean_h.cif,3.2
OFERUN03_clean.cif,3.2
OFERUN04.cif,5.0
OFERUN06_clean.cif,3.2
OFERUN_clean.cif,3.2
OFESAU_clean.cif,2.6
OFESEY_clean.cif,2.6
OFESIC_clean.cif,2.7
OFEZEF_clean.cif,4.7
OFEZIJ_clean.cif,4.7
OFIWIK_charged.cif,2.5
OFIWOQ_charged.cif,5.0
OFOCUI_clean.cif,15.0
OFODAP_clean.cif,4.6
OFODET_clean.cif,2.4
OFORUX_clean.cif,1.6
OFUCAV_clean.cif,1.2
OFUCEZ_clean.cif,0.8
OFUDUQ_clean.cif,0.8
OFUFUR_clean.cif,5.0
OFUSAL_clean.cif,1.1
OFUSEP_clean.cif,1.4
OFUYUL_SL.cif,3.5
OFUYUL_clean.cif,3.2
OGAGAF_clean.cif,2.3
OGAGEJ_clean.cif,3.4
OGAGIN_clean.cif,2.2
OGAQES_clean.cif,2.0
OGAXUR_clean.cif,2.5
OGEBAF01_clean.cif,18.3
OGEBAF_clean.cif,18.3
OGECOU_clean.cif,2.4
OGESOJ_clean.cif,1.3
OGIBOV_clean.cif,2.5
OGIBUD_clean.cif,1.9
OGIJIY_clean.cif,1.1
OGIYAF_clean.cif,0.6
OGIYOT_charged.cif,7.5
OGIYUZ_charged.cif,7.7
OGIYUZ_clean.cif,7.7
OGOJAX_clean.cif,19.5
OGOJOJ_charged.cif,6.4
OGOWAJ_clean.cif,8.3
OGUJIL_clean.cif,1.5
OGUPIQ_clean.cif,4.5
OGURAK_charged.cif,2.4
OGUZIA_clean.cif,1.6
OHAKEO_clean.cif,2.8
OHAKIS_clean.cif,5.3
OHAQEU_clean.cif,1.2
OHATAT_clean.cif,1.5
OHAZAZ_clean.cif,1.3
OHEGAJ_clean.cif,2.3
OHEMIX_clean.cif,1.2
OHIHET_clean.cif,1.2
OHIHOD_clean.cif,1.9
OHIHUJ_clean.cif,2.0
OHOFEW_clean.cif,2.9
OHOFIA_clean.cif,2.9
OHOLIH_clean.cif,1.6
OHOMIH_clean.cif,0.6
OJAKOA_clean.cif,2.3
OJAKUG_clean.cif,2.2
OJICEQ_charged.cif,10.4
OJICUG_clean.cif,3.6
OJIDAN_clean.cif,16.7
OJIFAP_clean.cif,6.7
OJIWAG_clean.cif,5.8
OJIWEK_clean.cif,2.7
OJIWIO_clean.cif,2.3
OJONOQ_clean.cif,2.3
OJORUC_clean.cif,5.1
OJOSEN_clean.cif,5.4
OJOSIR_clean.cif,5.9
OJOZOE_clean.cif,0.7
OJUNIS_clean.cif,2.8
OJUPEQ_clean.cif,19.6
OJUPIU_clean.cif,18.3
OKABAE_clean.cif,13.5
OKABEI_clean.cif,13.5
OKAYAC_clean.cif,1.5
OKAYEG_clean.cif,1.5
OKAYIK_clean.cif,1.5
OKAYOQ_clean.cif,0.8
OKAYUW_clean.cif,0.8
OKAZAD_clean.cif,0.8
OKECIQ01_clean.cif,4.7
OKECIQ_clean.cif,4.7
OKELIB_clean.cif,1.4
OKELOH_clean.cif,4.2
OKIJUO_charged.cif,3.1
OKIKAV_charged.cif,3.2
OKIKEZ_charged.cif,3.2
OKILEA_clean.cif,3.4
OKILIE_clean.cif,2.5
OKILUR_clean.cif,2.7
OKIMAY_clean.cif,2.4
OKINIG_clean.cif,1.7
OKIPOO_clean.cif,11.5
OKIPUU_clean.cif,12.1
OKIQAB_clean.cif,11.4
OKIQEG_clean.cif,6.3
OKITAE_clean.cif,1.2
OKITIM01_charged.cif,5.4
OKITIM01_clean.cif,5.4
OKITIM02_charged.cif,5.5
OKITIM02_clean.cif,5.5
OKITIM_charged.cif,5.4
OKITIM_clean.cif,5.4
OKIVAG01_charged.cif,5.5
OKIVAG01_clean.cif,5.5
OKIVAG_charged.cif,5.6
OKIVAG_clean.cif,5.6
OKIVIO01_charged.cif,5.5
OKIVIO01_clean.cif,5.5
OKIVIO02_charged.cif,5.5
OKIVIO02_clean.cif,5.5
OKIVIO_charged.cif,5.5
OKIVIO_clean.cif,5.5
OKIVUA_clean.cif,5.4
OKIWEL01_charged.cif,5.5
OKIWEL01_clean.cif,5.5
OKIWEL02_charged.cif,5.5
OKIWEL02_clean.cif,5.5
OKIWEL_charged.cif,5.5
OKIWEL_clean.cif,5.5
OKIWUB01_charged.cif,5.5
OKIWUB01_clean.cif,5.5
OKIWUB02_clean.cif,5.4
OKIWUB_charged.cif,5.5
OKIWUB_clean.cif,5.5
OKIXIQ01_charged.cif,5.5
OKIXIQ01_clean.cif,5.5
OKIXIQ02_charged.cif,5.5
OKIXIQ02_clean.cif,5.5
OKIXIQ_charged.cif,5.5
OKIXIQ_clean.cif,5.5
OKIYAJ01_clean.cif,5.5
OKIYAJ_charged.cif,5.4
OKIYAJ_clean.cif,5.4
OKIYIR01_charged.cif,5.5
OKIYIR02_charged.cif,5.5
OKIYIR03_charged.cif,5.5
OKIYIR03_clean.cif,5.5
OKIYIR_charged.cif,5.5
OKIYIR_clean.cif,5.5
OKIZIT_clean.cif,7.3
OKOQOW_clean.cif,6.1
OKOSUE_clean.cif,16.5
OLAGIR_clean.cif,5.0
OLANAS_clean.cif,7.5
OLANEW_clean.cif,7.5
OLANIA_clean.cif,7.1
OLEKUL_clean.cif,2.8
OLEKUM_clean5b.cif,15.1
OLEKUM_manual.cif,15.1
OLELAS_clean.cif,2.8
OLODEA_clean.cif,8.3
OLOGAY_clean.cif,7.2
OLOGEC_clean.cif,14.3
OLOKEF_clean.cif,0.4
OLONAG_clean.cif,3.6
OLOPEM_clean.cif,5.0
OLOPIQ_clean.cif,5.2
OLOPOW_clean.cif,3.2
OLOYOF_clean.cif,14.1
OLUCAZ_clean.cif,2.4
OLUROC_clean.cif,10.3
OLURUI01_charged.cif,3.4
OLURUI_charged.cif,3.4
OMAMEU_clean.cif,3.1
OMAWOP_clean.cif,2.7
OMAXEG_clean.cif,1.4
OMEWUZ_clean.cif,1.3
OMICOD_clean.cif,5.0
OMIPAD_clean.cif,4.4
OMORUE.cif,4.8
OMOVET_clean.cif,6.3
OMOWEU_clean.cif,11.2
OMUHUB_clean.cif,19.9
ONALEV_clean.cif,1.4
ONAWAC_clean.cif,5.7
ONAWEG01_clean.cif,5.4
ONAWEG02_clean.cif,5.4
ONAWEG_clean.cif,5.4
ONEJUN_clean.cif,15.7
ONESUX_clean.cif,13.5
ONEYOW_clean.cif,16.4
ONIXOZ_clean.cif,6.4
ONODOM_clean.cif,3.4
ONUJUE_clean.cif,3.7
ONUKAL_clean.cif,2.4
ONUQOE_clean.cif,4.1
OPAGIX_clean.cif,4.6
OPAHIY_clean.cif,13.0
OPAMOI_clean.cif,0.8
OPAPEB_clean.cif,1.6
OPAPIF_clean.cif,1.6
OPAPOL_clean.cif,1.6
OPAPUR_clean.cif,1.6
OPEGIA_clean.cif,2.6
OPEGOG_clean.cif,4.9
OPENIH_clean.cif,1.1
OPENON_clean.cif,0.9
OPENUT_clean.cif,3.7
OPINIL_clean.cif,1.4
OPIPOT_clean.cif,1.3
OPIPUZ_clean.cif,1.3
OPIWEQ_clean.cif,1.2
OPIYAP_clean.cif,6.3
OPOBIF_clean.cif,3.1
OPOBOL_clean.cif,0.9
OPOCEC_clean.cif,11.2
OPOCUS_clean.cif,5.7
OPOYUO_clean.cif,2.5
OPOZEZ_clean.cif,7.4
OPUCUY_clean.cif,11.1
OPUDAF_clean.cif,11.0
OPUDIN_clean.cif,0.7
OPUDOT_clean.cif,1.6
OPURIB01_clean.cif,0.9
OPURIB_clean.cif,0.9
OQANIE_clean.cif,4.1
OQEPEG_clean.cif,1.9
OQEPUW_clean.cif,4.1
OQEROS_clean.cif,3.0
OQERUY_clean.cif,5.7
OQESAF_clean.cif,2.9
OQESEJ_clean.cif,3.0
OQETEK_clean.cif,3.1
OQIQEM_clean.cif,3.0
OQIQIQ_clean.cif,3.1
OQIQOW_clean.cif,3.1
OQIQUB01_charged.cif,7.0
OQIQUB_charged.cif,7.2
OQIRAI_charged.cif,7.1
OQIZUL_clean.cif,18.5
OQOBUT_clean.cif,4.9
OQOJUB_clean.cif,3.5
OQOXAV_clean.cif,1.1
OQUCOU_clean.cif,5.2
OQUFAJ01_clean.cif,8.7
OQUFAJ02_clean.cif,14.7
OQUFAJ03_clean.cif,8.9
OQUFAJ04_clean.cif,8.7
OQUFAJ_clean.cif,8.9
OQUFIR_clean.cif,8.8
OQUFOX_clean.cif,17.7
OQUFUD_clean.cif,9.5
OQUGAK_clean.cif,10.0
OQUGUE_clean.cif,10.0
OQUWUU_clean.cif,18.8
OQUXAB_clean.cif,7.1
OQUXEF_clean.cif,6.9
OQUXIJ_clean.cif,6.9
OQUZIL_clean.cif,6.9
ORAGEU_clean.cif,3.8
ORAGOF_clean.cif,8.6
ORAJAT_clean.cif,6.5
ORAJEX_clean.cif,6.4
ORAJOH_clean.cif,6.3
ORAKAU_clean.cif,6.4
ORAKIC_clean.cif,6.4
ORAKUO_clean.cif,6.4
ORANAY_clean.cif,3.7
ORAQUU_clean.cif,11.4
ORERAG_clean.cif,3.2
OREZAO_clean.cif,4.0
OREZES_clean.cif,4.2
OREZUI_clean.cif,8.1
ORIBAU_clean.cif,6.0
ORIVOC_clean.cif,4.6
ORIVUI_clean.cif,4.5
ORIWAP_clean.cif,4.6
ORIWET_clean.cif,4.8
OROKEN_clean.cif,3.1
OROLUD_clean.cif,2.1
OROMAK_clean.cif,1.0
ORUHAM_clean.cif,3.3
ORUKET_clean.cif,10.0
ORUKOD_clean.cif,6.7
ORULEU_clean.cif,3.4
OSAVEK_clean.cif,1.4
OSAVUA_clean.cif,1.0
OSAWEL_clean.cif,0.7
OSAXAI_clean.cif,2.8
OSIKIL_clean.cif,17.3
OSIKUX_clean_h.cif,15.7
OSILOS_charged.cif,1.4
OSIWOD01.cif,3.0
OSIWUJ_clean.cif,1.8
OSIXEU_clean.cif,1.7
OSIXIY_clean.cif,3.0
OSOMIT_clean.cif,2.1
OSOTIB_clean.cif,13.1
OSUGUG_clean.cif,3.5
OSUPID_clean.cif,6.3
OSUPOJ_clean.cif,6.3
OSUPUP_clean.cif,7.3
OSUQAW_clean.cif,18.6
OSURAX_clean.cif,6.8
OSUVIJ_clean.cif,3.9
OSUVOP_clean.cif,3.2
OSUWEF_clean.cif,3.7
OTABES_clean.cif,4.0
OTAQAD_clean.cif,3.7
OTARUX01.cif,1.9
OTATOT_clean.cif,3.5
OTAVAH_clean.cif,3.5
OTAVOV_clean.cif,3.6
OTAVUB_clean.cif,3.5
OTAWIR_clean.cif,8.7
OTAXOX_clean.cif,3.3
OTEGUR_clean.cif,2.9
OTEHAY_clean.cif,3.0
OTENEH_charged.cif,6.1
OTIBUQ_clean.cif,3.5
OTIJAE_clean.cif,16.2
OTIPAK_clean.cif,2.3
OTIPEO_clean.cif,3.6
OTIPUE_clean.cif,3.0
OTIQAL_clean.cif,2.1
OTIQEP_clean.cif,1.4
OTODEI_clean.cif,3.8
OTODIM_clean.cif,3.4
OTODOS_clean.cif,3.9
OTOLIU_clean.cif,12.0
OTOROF_clean.cif,1.6
OTOVAW_clean.cif,3.0
OTOVIE_clean.cif,2.0
OTOXIF_clean.cif,5.0
OTOYUT_clean.cif,3.4
OTOZAA_clean.cif,3.3
OTOZEE_clean.cif,3.4
OTUDEO_clean.cif,4.4
OTUDIS_clean.cif,4.3
OTUXUX_clean.cif,3.7
OTUYEJ_clean.cif,4.6
OVADAR_clean.cif,1.5
OVEHUT_clean.cif,1.9
OVEJIJ_clean.cif,2.7
OVEXOD_clean.cif,9.2
OVICUS_clean.cif,1.8
OVIDON_clean.cif,4.8
OVIQER_clean.cif,4.8
OVIWIA_clean.cif,1.1
OVIWOG_clean.cif,3.3
OVIZID_clean.cif,3.0
OVIZOJ_clean.cif,2.4
OVIZUP_clean.cif,5.8
OVUCOY_clean.cif,3.4
OVUDAL_clean.cif,1.8
OVUNIE_clean.cif,12.8
OVUVIL_clean.cif,4.4
OWAVIS_clean.cif,11.7
OWAVOY_clean.cif,5.5
OWETIU_clean.cif,5.4
OWEYOF_clean.cif,13.1
OWIHEJ_clean.cif,2.9
OWIHIN_clean.cif,2.9
OWIHOT_clean.cif,3.0
OWIHUZ_clean.cif,3.0
OWIJAH_clean.cif,3.0
OWIJEL_clean.cif,3.0
OWIJIP_clean.cif,2.9
OWIJOV_clean.cif,3.0
OWIKAI_clean.cif,1.5
OWILAJ_clean.cif,7.9
OWIZAW_clean.cif,18.1
OWUHOF_clean.cif,7.7
OWUJIB_clean.cif,7.5
OWUWOU_clean.cif,5.5
OWUWUA_clean.cif,5.4
OXALAB_clean.cif,3.2
OXALEF_clean.cif,3.1
OXALIJ_ion_b.cif,3.2
OXALOP_clean.cif,10.3
OXALUV_SL.cif,10.1
OXALUV_clean.cif,9.2
OXAMEG_clean.cif,10.3
OXAMIK_clean.cif,0.6
OXANOR_clean.cif,4.5
OXANUX_clean.cif,4.5
OXAPAF_clean.cif,4.5
OXAPEJ_charged.cif,4.5
OXAZIX_clean.cif,1.3
OXEVOE_clean.cif,3.8
OXITOF_clean.cif,1.4
OXOZUY_clean.cif,6.4
OXUNEB_clean.cif,3.7
OXUPUT_clean.cif,3.2
OYAJIJ02_clean.cif,9.2
OYAKAC02_clean.cif,9.2
OYEBIE_clean.cif,2.4
OYEJOS_clean.cif,6.7
OYERER_clean.cif,9.1
OYERIV_clean.cif,10.6
OYEROB_clean.cif,9.5
OYERUH_clean.cif,17.3
OYEWEW_clean.cif,19.4
OYEWIA_clean.cif,9.1
OYIVEY_clean.cif,8.0
OYIVIC_clean.cif,1.4
OYIVOI_clean.cif,1.4
OYODEM.cif,5.7
OYOSAX_clean.cif,1.6
OYOVOP_clean.cif,11.5
OYUJUO_clean.cif,6.6
OYUSAD_charged.cif,5.3
OZASOZ_clean.cif,12.4
OZAVES_clean.cif,2.6
OZAVOC_clean.cif,1.3
OZAVUI_clean.cif,1.4
OZUKOK_clean.cif,1.3
OZUKOL_clean.cif,4.9
OZUKUR01_clean.cif,5.0
OZUKUR_clean.cif,4.9
OZULAY_clean.cif,4.9
OZULUS_clean.cif,4.2
OZUMAZ01_clean.cif,4.2
OZUMAZ_clean.cif,4.2
OZUMIH_clean.cif,4.2
PABXAT_clean.cif,1.3
PACGIM_clean.cif,17.5
PACHUZ_clean.cif,9.4
PACWOG_clean.cif,4.0
PACYIE_clean.cif,1.3
PACZOK_clean.cif,18.6
PACZUQ_clean.cif,3.2
PADBAZ_charged.cif,3.3
PADHIM_clean.cif,2.4
PAFMUH_clean.cif,4.3
PAFNAO_clean.cif,4.3
PAGFUZ_clean.cif,1.0
PAHPOG_clean.cif,8.8
PAJSAX_clean.cif,9.4
PAKFAL_clean.cif,2.3
PAKFEP_clean.cif,2.4
PAKXIK_clean.cif,2.9
PALTON_clean.cif,8.0
PAMGIV_clean.cif,1.6
PAMHES01_clean.cif,1.6
PAMHES_clean.cif,1.5
PAMHIW_clean.cif,8.9
PAMTII_clean.cif,6.7
PAMTOO_clean.cif,6.8
PAMTUU_clean.cif,6.9
PAMVEG_clean.cif,2.0
PANRUS01_clean.cif,2.8
PANYEK_clean.cif,14.3
PANYEL_clean.cif,4.4
PANYOU_charged.cif,2.6
PAPHEV_clean.cif,3.1
PAPKOJ_clean.cif,4.2
PAPKUP_clean.cif,4.2
PAPNUR_clean.cif,2.8
PAPPAZ_clean.cif,3.4
PAPPED_clean.cif,3.4
PAPPIH_clean.cif,3.4
PAPROO_clean.cif,2.6
PAPRUU_clean.cif,1.3
PAPVAF_clean.cif,10.8
PAPVEJ_clean.cif,3.1
PAPVIN_clean.cif,3.1
PAPXUB_clean.cif,1.9
PAPYOW_ion_b.cif,8.3
PAQFIY.cif,3.3
PAQJUM_clean.cif,5.0
PAQMEB_clean.cif,3.5
PAQMOL_clean.cif,7.7
PAQPIG_clean.cif,0.9
PAQTIM_clean.cif,5.4
PAQTOS_clean.cif,5.4
PAQVEK_clean.cif,5.6
PAQVOU_charged.cif,2.9
PARFOF_clean.cif,0.7
PARFOF_clean_h.cif,0.7
PARHAS_clean.cif,1.8
PARHEW_clean.cif,2.0
PARKUQ01_clean.cif,1.9
PARKUQ_charged.cif,1.9
PARMIG_clean.cif,1.9
PARNIH_clean.cif,5.7
PARNON_clean.cif,4.9
PARPII_clean.cif,1.2
PARPII_clean_h.cif,0.6
PARSAF_clean.cif,9.2
PARSEJ_clean.cif,9.3
PARVUB_clean.cif,4.7
PASKAX_clean.cif,1.5
PASMUT_clean.cif,2.7
PASNAA01_clean.cif,2.6
PASNAA_clean.cif,2.7
PASNEE_clean.cif,2.2
PASTOU_clean.cif,2.7
PATLON_clean.cif,1.8
PATNAB_clean.cif,2.8
PATWOY_clean.cif,3.2
PAVKIH_charged.cif,15.1
PAVLOO_clean.cif,1.6
PAVLUU.cif,1.6
PAVMAB_clean.cif,1.6
PAXWOB_clean.cif,3.9
PAZXUJ_clean.cif,1.2
PEBCAA_clean.cif,1.8
PEBNEP_clean.cif,2.5
PEBXIF_clean.cif,2.9
PEBYEA_clean.cif,4.5
PECBOQ_clean.cif,5.7
PECLEP_clean.cif,3.1
PECMOB_clean.cif,1.5
PEDGUA_clean.cif,2.6
PEDMER_clean.cif,1.1
PEDMOB_clean.cif,2.9
PEDRIA_clean.cif,17.3
PEFJUF_clean.cif,4.1
PEFRID01_clean.cif,5.2
PEFRID_clean.cif,6.8
PEFRUP01_clean.cif,5.3
PEFRUP_clean.cif,6.6
PEFSEA_clean.cif,2.8
PEFSUQ_clean.cif,2.9
PEFTAX_clean.cif,2.8
PEGBAG_clean.cif,2.2
PEGBEK01_clean.cif,2.3
PEGBEK02_clean.cif,2.3
PEGBUA_clean.cif,2.3
PEGCAH_clean.cif,2.3
PEGCEL_clean.cif,2.4
PEGCIP_clean.cif,7.8
PEGPOI_clean.cif,6.5
PEGPUO_clean.cif,4.6
PEGQAV_clean.cif,4.5
PEGQID_clean.cif,4.4
PEGQOJ_clean.cif,4.3
PEGQUP_clean.cif,4.2
PEHQID_neutral.cif,2.4
PEHTON_clean.cif,4.8
PEJFEQ_clean.cif,0.6
PEJFIU_clean.cif,2.0
PEJFOA_clean.cif,2.7
PEJFUG_clean.cif,2.9
PEJMOI_clean.cif,5.2
PEJMUN_charged.cif,9.9
PEJMUO_clean.cif,11.5
PEJNUP_clean.cif,3.7
PEJPAX_charged.cif,3.9
PEJPEB_charged.cif,11.6
PEJPIF_charged.cif,3.8
PEJPOL_charged.cif,3.8
PEJRAZ_clean.cif,13.4
PEJRED_clean.cif,2.7
PEJRIH_clean.cif,18.1
PEJRON_clean.cif,3.2
PEKCUF_clean.cif,9.9
PEKDAM_clean.cif,5.0
PEKDEQ_clean.cif,9.3
PEKKAS_clean.cif,0.9
PEKVAE_clean.cif,5.7
PEKVUY_clean.cif,1.8
PEKWAF_clean.cif,1.8
PEKZIP_clean.cif,1.1
PELGOE_clean.cif,4.0
PELNEA01_clean.cif,1.8
PELQII_clean.cif,17.7
PELRAB_clean.cif,2.7
PELWEK_charged.cif,4.5
PELXIP_clean.cif,4.3
PEMGEV_clean.cif,8.0
PEMGIZ_charged.cif,4.8
PEMREG_clean.cif,8.2
PEMRIK_clean.cif,4.4
PENNAZ_clean.cif,8.5
PENNIH_clean.cif,9.5
PENNON_clean.cif,5.6
PENNUT_clean.cif,2.5
PENXUC_clean.cif,1.2
PENYIR_clean.cif,1.3
PENYOX_clean.cif,1.1
PENZIS_clean.cif,2.3
PENZUE_clean.cif,2.0
PEPBAO_clean.cif,2.3
PEPFAT_clean.cif,15.9
PEPHOJ_clean.cif,2.0
PEPKOL_clean.cif,1.2
PEPKUR_clean.cif,1.2
PEPLAY_clean.cif,1.5
PEPLEC_clean.cif,1.5
PEPLIG_clean.cif,1.5
PEPLOM_clean.cif,1.3
PEPXIS_clean.cif,1.3
PEQHOK.cif,4.0
PEQHUQ_clean.cif,4.1
PEQRUZ_clean.cif,3.6
PEQTIQ_clean.cif,3.5
PEQTUB_clean.cif,2.4
PEQWAK_clean.cif,1.7
PERSEM_clean.cif,0.5
PESTUD_clean.cif,1.2
PETNOS_clean.cif,1.9
PETVEQ_clean.cif,11.8
PETVER_clean.cif,3.0
PETWES_clean.cif,1.1
PETWIW_clean.cif,1.0
PETWOC_clean.cif,3.5
PETWUI_clean.cif,14.8
PEVBUP_clean.cif,6.6
PEVFON_clean.cif,4.9
PEVJOQ_clean.cif,2.8
PEVLEJ_clean.cif,0.7
PEVLIN_clean.cif,0.8
PEVPUD_clean.cif,6.0
PEVQAK_clean.cif,6.0
PEVQEO_clean.cif,5.9
PEVQIQ_clean.cif,2.1
PEVQIS_clean.cif,6.0
PEVQIS_clean_h.cif,16.9
PEVQOY_clean.cif,5.9
PEVQOY_clean_h.cif,16.7
PEVXAQ_clean.cif,4.8
PEVYUM_clean.cif,0.8
PEVZAT_clean.cif,0.8
PEWDAY_clean.cif,1.8
PEWFII01_clean.cif,0.5
PEWFII_clean.cif,0.5
PEWGEF_clean.cif,2.5
PEWKOT_clean.cif,5.1
PEWXUL01_clean.cif,1.6
PEWXUL_clean.cif,1.6
PEXBIF01_clean.cif,4.5
PEXBIF_clean.cif,2.5
PEXFAA_clean.cif,2.9
PEXTUI_clean.cif,3.3
PEYPAM_SL.cif,5.3
PEYPAM_clean.cif,5.3
PEYPIU_clean.cif,1.7
PEYSIW_clean.cif,1.6
PEYVEV_clean.cif,7.6
PEZCII_clean.cif,10.4
PIBGAK_clean.cif,2.7
PIBNUK01_clean.cif,16.8
PIBNUK_clean.cif,16.9
PIBPAS01_charged.cif,8.4
PIBPAS01_clean.cif,8.4
PIBPAS_clean.cif,8.4
PIBPEW01_charged.cif,8.9
PIBPEW_charged.cif,8.9
PIBPIA_clean.cif,17.6
PICTIG_clean.cif,3.1
PIDMEV01_clean.cif,3.6
PIDMEV_clean.cif,3.7
PIDNEX_clean.cif,12.8
PIDNOH_clean.cif,5.2
PIFPIE_clean.cif,3.6
PIGHIX01_clean.cif,5.6
PIGHIX_clean.cif,5.8
PIGXAF_clean.cif,4.1
PIGXUZ_clean.cif,4.4
PIHJOH_clean.cif,1.3
PIHNUQ_clean.cif,1.7
PIHWAG_clean.cif,1.7
PIHWOU_clean.cif,1.6
PIJDIX_clean.cif,2.0
PIJJOI_clean.cif,5.1
PIJROR_clean.cif,1.6
PIKBUH_clean.cif,2.4
PILJAX_clean.cif,2.3
PILWIS_clean.cif,2.6
PIQFIG_clean.cif,7.1
PIQMOT_clean.cif,4.0
PIQMUZ_clean.cif,7.7
PIRYOF_clean.cif,1.9
PITPEP_clean.cif,5.4
PITRIU_clean.cif,6.2
PIVBEC_clean.cif,13.7
PIVWAT_clean.cif,10.8
PIWDAC_clean.cif,2.9
PIWRAQ_clean.cif,3.0
PIWSEV_clean.cif,7.4
PIXHOV_clean.cif,1.5
PIXPET_clean.cif,1.5
PIYGUB_clean.cif,4.6
PIYZAZ_clean.cif,0.7
PIYZED01_clean.cif,2.0
PIYZED02_clean.cif,2.0
PIYZED03_clean.cif,2.0
PIYZED_clean.cif,2.1
PIZHEN_clean.cif,5.3
PIZHOX_clean.cif,3.0
PIZNOB_clean_h.cif,0.8
PIZPAP_clean_h.cif,1.4
PIZPET_clean.cif,1.4
PIZPET_clean_h.cif,1.4
PIZPIX02_clean.cif,1.4
PIZPIX_clean_h.cif,1.4
PIZPOD_clean.cif,1.4
PIZPOD_clean_h.cif,1.4
PIZQUM_clean.cif,3.1
PIZRAT_clean.cif,3.1
PIZRUN_clean.cif,3.1
PIZSAU_clean.cif,3.1
POBGAQ_clean.cif,10.8
POBJIB_clean.cif,1.7
POBMOJ01_clean.cif,11.7
POBNEA_clean.cif,5.2
POBYAH_charged.cif,6.4
POCPAZ_clean.cif,6.9
POCRAB_clean.cif,2.5
PODVIP_clean.cif,1.9
PODVUB_clean.cif,3.7
PODXEN_clean.cif,2.5
POFGUO_clean.cif,9.4
POFSIN01_clean.cif,2.0
POFSIN02_clean.cif,2.0
POFSIN03_clean.cif,2.0
POFSIN04_clean.cif,2.0
POFSIN_clean.cif,2.0
POHCOG_clean.cif,6.4
POHLOP_clean.cif,1.6
POHLUV_clean.cif,1.5
POHMAC_clean.cif,1.5
POHWIU_clean.cif,13.7
POJNIM_clean.cif,1.9
POJTOY01_clean.cif,1.0
POJTUE_clean.cif,2.0
POKGEC_clean.cif,3.4
POKSAL_clean.cif,1.7
POKSEP_clean.cif,1.8
POKSIT_clean.cif,1.8
POKSOZ_clean.cif,1.8
POKSUF_clean.cif,1.7
POKTAM_clean.cif,1.7
POKTEQ_clean.cif,1.7
POKTIU_clean.cif,1.9
POKTOA_clean.cif,1.7
POKTUG_clean.cif,1.8
POKVAO_clean.cif,1.8
POKVES_clean.cif,1.7
POKVIW_clean.cif,1.8
POKVOC_clean.cif,1.8
POKVUI_clean.cif,1.7
POKXIX_clean.cif,2.7
POLBAT_clean.cif,1.4
POLBEX_clean.cif,4.7
POLBIB_clean.cif,1.5
POLBOH_clean.cif,1.0
POLBUN_clean.cif,2.9
POLDOK_clean.cif,2.9
POLDUQ_clean.cif,2.9
POLNAG_clean.cif,1.0
POLYEW_clean.cif,2.8
POMMAH_clean.cif,13.6
POMSER_clean.cif,2.5
POMSOB_clean.cif,2.1
PONPOX_clean.cif,3.0
PONSOC_clean.cif,8.0
POQKAI_clean.cif,0.8
POQQES_clean.cif,5.5
POQXAV_charged.cif,4.6
PORGAE_clean.cif,3.0
PORLAL_clean.cif,4.5
PORLEP_clean.cif,16.4
PORVID_clean.cif,1.9
PORVUO_clean.cif,1.6
POSFIO_clean.cif,4.0
POSFOU_clean.cif,2.5
POSGAH_clean.cif,3.0
POSGEL_clean.cif,2.8
POTNET_clean.cif,1.4
POTREX_clean.cif,13.3
POVXII_clean.cif,2.2
POVZOR_clean.cif,3.2
POVZUX_clean.cif,3.2
POWBEK_clean.cif,3.2
POWBIO_clean.cif,3.2
POXHIU_clean.cif,2.0
POXHOA_clean.cif,2.0
POXHUG_clean.cif,2.0
POYPAW_clean.cif,11.1
POZKUL_clean.cif,0.7
PRIMIN_clean.cif,1.5
PUBROU_clean.cif,15.5
PUBSAH_clean.cif,13.4
PUBSEL_clean.cif,13.4
PUBSIP_clean.cif,13.3
PUBSOV_clean.cif,9.7
PUCKUV_clean.cif,2.9
PUDSIR01_clean.cif,8.6
PUDSIR_clean.cif,8.4
PUDSOX_clean.cif,8.5
PUDSUD_clean.cif,8.8
PUFNUB_clean.cif,2.3
PUFRIR_clean.cif,4.6
PUFXIZ_clean.cif,2.1
PUFXUL_clean.cif,2.9
PUGFII_clean.cif,5.8
PUGFOO_clean.cif,5.8
PUGGOP_clean.cif,5.9
PUGHAC_clean.cif,5.8
PUGHIK_clean.cif,5.8
PUGHUW_clean.cif,5.8
PUGJEI_clean.cif,5.8
PUGPEO_clean.cif,5.7
PUGSER_clean.cif,7.5
PUGSOB_clean.cif,7.5
PUGSUH_clean.cif,7.7
PUJJEL_clean.cif,3.7
PUJQEQ_clean.cif,8.6
PUKSUL_clean.cif,2.7
PUKVAU_clean.cif,3.1
PULDOQ_clean.cif,2.0
PULHOT_clean.cif,1.5
PULMIU_clean.cif,7.0
PUMDIM_clean.cif,4.6
