Structures,Volume in nm3
PUMGIP01_clean.cif,11.8
PUMGIP_clean.cif,11.9
PUMNIV_clean.cif,2.2
PUMNOB_clean.cif,2.2
PUMZAZ_clean.cif,3.2
PUNCIL_clean.cif,2.4
PUNDUY_clean.cif,4.2
PUNFIO_clean.cif,1.9
PUNSIB_clean.cif,2.6
PUNSOH_clean.cif,2.1
PUNSUN_charged.cif,1.4
PUPHUE_clean.cif,4.4
PUPJER_clean.cif,13.3
PUPNAQ_clean.cif,1.9
PUPXII01_clean.cif,1.3
PUPXII_clean.cif,0.7
PUPYAA_clean.cif,1.6
PUQDOW_clean.cif,6.6
PUQHEP_clean.cif,1.5
PUQHIT_SL.cif,1.5
PUQHIT_clean.cif,1.5
PUQXUV_clean.cif,3.5
PUQYAC_clean.cif,3.5
PURJAO_clean.cif,12.5
PURJES_clean.cif,2.4
PURJIW_clean.cif,6.1
PURNEX_clean.cif,5.2
PURNIB_clean.cif,5.8
PURQEZ_clean.cif,1.6
PURQID_clean.cif,2.0
PURRIE_clean.cif,10.0
PURSOK_clean.cif,1.0
PURTEC_charged.cif,1.9
PUSDIR_clean.cif,5.1
PUSDOX_clean.cif,5.2
PUSJUK_clean.cif,2.8
PUSRUR_clean.cif,3.9
PUSSEC_clean.cif,11.2
PUSXIL01_charged.cif,5.3
PUSXIL_charged.cif,5.3
PUTYAE_charged.cif,2.0
PUTYEI_clean.cif,1.9
PUVJOG_clean.cif,1.3
PUVREF_clean.cif,2.5
PUWCAL_clean.cif,1.3
PUWCEP_charged.cif,2.4
PUWCIT_clean.cif,7.0
PUWCOZ_clean.cif,2.2
PUWCUF_clean.cif,4.8
PUWDAM_clean.cif,3.3
PUWDEQ_charged.cif,1.8
PUWDIU_clean.cif,7.6
PUWDOA_clean.cif,9.4
PUWVAG_clean.cif,4.0
PUWXAH_clean.cif,1.8
PUWYAI_clean.cif,2.9
PUWZOX_clean.cif,7.0
PUYHOI_clean.cif,3.3
PUYZUF_clean.cif,1.1
PUZJOL_clean.cif,1.2
PUZKOM_clean.cif,7.3
PUZKUS_clean.cif,2.3
PUZLAZ_clean.cif,2.9
PUZLOM_clean.cif,18.6
PUZTOV_clean.cif,5.4
PYDCUT_clean.cif,1.3
QABKIQ_clean.cif,2.4
QACRES_clean.cif,1.5
QADBII_clean.cif,2.4
QADKAH01_clean.cif,2.8
QADKAH_clean.cif,2.8
QADVUN_clean.cif,0.7
QADWEA_clean.cif,1.7
QADWEY_clean.cif,2.3
QADWIE_clean.cif,1.7
QADWOK_clean.cif,1.7
QADWUQ_clean.cif,1.7
QADXAX_clean.cif,1.7
QAGDIO_clean.cif,13.6
QAGTOH_clean.cif,1.3
QAHMUJ_clean.cif,1.3
QAHQOH_clean.cif,1.5
QAJJOB01_clean.cif,2.3
QAJJOB_clean.cif,2.4
QAJJOD_clean.cif,19.4
QAJJUH_clean.cif,4.8
QAJKAO_clean.cif,3.3
QAJKIV_clean.cif,2.9
QAJMUM_clean.cif,2.4
QAKFIU_clean.cif,3.6
QALGUH_SL.cif,1.6
QALGUH_clean.cif,0.9
QALHAO_clean.cif,15.1
QALHES_clean.cif,15.1
QALNEW_clean.cif,1.0
QALNIA_clean.cif,1.0
QALWUV_clean.cif,8.8
QAMHAQ_clean.cif,2.5
QAMLEY_clean.cif,8.6
QAMVEH01_clean.cif,6.7
QAMVEH_clean.cif,6.7
QAPPON_clean.cif,5.1
QAPPUT_clean.cif,1.6
QAPQAA_charged.cif,1.9
QAPQEE_clean.cif,4.1
QAQHOG_clean.cif,1.0
QAQNOO_clean.cif,11.4
QAQRUW01_clean.cif,2.9
QAQRUW_clean.cif,2.9
QAQSAD_clean.cif,1.3
QARCET_clean.cif,3.6
QARLON_clean.cif,18.9
QARLUT_clean.cif,15.1
QARMAA_clean.cif,16.0
QARTAG_clean.cif,3.5
QARTEK_clean.cif,2.4
QASSUZ_clean.cif,5.4
QASTUC_clean.cif,8.3
QATDEU_clean.cif,5.1
QATHIE_clean.cif,1.2
QATHOK_clean.cif,4.4
QATKII_clean.cif,3.4
QATKOO_clean.cif,3.4
QATLEE_clean.cif,4.0
QATPOR_clean.cif,1.0
QATPUX_clean.cif,0.3
QATRAG_clean.cif,1.1
QATVUE_clean.cif,6.6
QAVBUL_clean.cif,3.5
QAVDEW_clean.cif,1.4
QAVPIO_clean.cif,0.6
QAVPOU_clean.cif,4.6
QAVWAN_clean.cif,2.4
QAVYUJ_clean.cif,1.0
QAVZAQ_clean.cif,0.9
QAWDID_clean.cif,2.9
QAWPIO_clean.cif,4.3
QAWREM_clean.cif,1.7
QAWRIQ_clean.cif,1.7
QAWROW_clean.cif,1.7
QAXQUB_clean.cif,3.9
QAXROW_clean.cif,1.9
QAYTEP_clean.cif,5.0
QAYTOZ_charged.cif,3.0
QEBGAH_clean.cif,3.7
QEBGEL_clean.cif,4.0
QEDZEG.cif,3.6
QEFNAQ_clean.cif,3.9
QEFNAQ_neutral.cif,3.9
QEGHEP_clean.cif,9.5
QEGNOH_clean.cif,3.5
QEJYIP_clean.cif,1.8
QEKLID01_clean.cif,1.1
QEKLID_clean.cif,1.1
QEKLUP_clean.cif,0.5
QEPZOB_clean.cif,6.3
QEPZUH_charged.cif,18.6
QEQZUH_clean.cif,0.8
QERCEV_clean.cif,0.7
QERWAL_clean.cif,4.2
QERZUI01_clean.cif,0.7
QERZUI_clean.cif,0.7
QESLIK_clean.cif,0.4
QESLOQ_clean.cif,1.6
QESRAI_clean.cif,2.7
QESYOD_clean.cif,4.4
QETCUO_clean.cif,1.6
QETHUT_clean.cif,0.8
QETSOY_clean.cif,1.3
QEVKOS_clean.cif,2.8
QEWDON_clean.cif,8.1
QEYWUN_clean.cif,1.9
QEZLIS_clean.cif,8.1
QEZYUR_clean.cif,2.1
QEZZAY_clean.cif,2.1
QEZZEC_clean.cif,2.0
QEZZIF_clean.cif,4.7
QEZZOL_clean.cif,4.4
QIBTAW_charged.cif,16.2
QIBTEA_charged.cif,16.8
QIDDAI01_clean_h.cif,2.8
QIDDAI02_clean.cif,2.9
QIDDAI_clean_h.cif,2.8
QIFLEY_clean.cif,6.8
QIFLIC_clean.cif,2.5
QIFLOI.cif,4.7
QIFLUO_clean.cif,2.9
QIGBIR_clean.cif,4.7
QIHXIQ_clean.cif,3.8
QIJLAW_clean.cif,5.0
QIKYOA_clean.cif,2.8
QINSUD01_clean.cif,1.0
QINSUD_clean.cif,1.0
QIPROY_clean.cif,2.1
QIQTAN_clean.cif,3.7
QIQVIX_clean.cif,3.9
QIQZIB_clean.cif,7.9
QIRBUQ_clean.cif,7.9
QIRWAR_clean.cif,2.2
QIRYAS_clean.cif,1.4
QISJEJ_clean.cif,3.0
QISKIN_clean.cif,1.2
QISNAJ_clean.cif,2.9
QISNEN_clean.cif,3.0
QISNIR_clean.cif,3.0
QISRIV_clean.cif,2.6
QISVAQ_clean.cif,6.7
QISVEU_clean.cif,6.7
QITDEE_clean.cif,2.5
QITDII_clean.cif,4.7
QITDOO_clean.cif,15.2
QITMOW_clean.cif,2.7
QITMUC_clean.cif,2.6
QITXAU_clean.cif,2.2
QITYOI_clean.cif,1.0
QITZIE_clean.cif,3.3
QIVBUT_clean.cif,1.9
QIVJAG_clean.cif,2.7
QIVYUR_clean.cif,2.3
QIVZEC_clean.cif,4.8
QIWCOQ_clean.cif,3.4
QIWDOQ_clean.cif,5.4
QIWDOR_clean.cif,1.4
QIWGOU_clean.cif,9.6
QIWHEL_clean.cif,5.6
QIWPET_clean.cif,1.0
QIWQES_clean.cif,5.7
QIXNES_clean.cif,3.1
QIXNIW_clean.cif,3.1
QIXSOG01_clean.cif,4.2
QIXSOG_clean.cif,4.2
QIYBUX_clean.cif,6.7
QIYCAE_clean.cif,6.8
QIYCEI_clean.cif,6.9
QIYCIM_clean.cif,6.8
QIYCOS_clean.cif,6.7
QIYQAR_clean.cif,2.3
QIZLIW_clean.cif,7.1
QOBGEV_clean.cif,7.6
QOBPEE_clean.cif,2.9
QOBWEJ01_clean.cif,1.1
QOBWEJ_clean.cif,1.1
QOBWIN01_clean.cif,1.3
QOBWIN_clean.cif,1.3
QOCBEQ.cif,3.5
QOCBUH_clean.cif,3.0
QOCRUW_clean.cif,1.2
QOCSAD_clean.cif,1.2
QOCSEH_clean.cif,1.1
QODHUO01_clean.cif,9.4
QODHUO02_clean.cif,9.4
QODHUO03_clean.cif,9.3
QODHUO04_clean.cif,9.4
QODHUO05_clean.cif,9.4
QODHUO06_clean.cif,9.3
QODHUO07_clean.cif,9.3
QODHUO08_clean.cif,9.4
QODHUO09_clean.cif,9.2
QODHUO10_clean.cif,9.2
QODHUO11_clean.cif,9.2
QODHUO12_clean.cif,9.2
QODHUO13_clean.cif,9.3
QODHUO_clean.cif,4.6
QODPOQ_clean.cif,9.4
QODQEH_clean.cif,9.4
QODSUZ_clean.cif,9.3
QOFBIY01_clean.cif,9.3
QOFBIY02_clean.cif,9.3
QOFBIY_clean.cif,9.2
QOFCAR_clean.cif,9.3
QOFCEV_clean.cif,9.3
QOFCIZ_clean.cif,9.3
QOFCOF_clean.cif,9.3
QOFDAS_clean.cif,9.3
QOFDEW_clean.cif,9.4
QOFDIA01_clean.cif,9.4
QOFDIA02_clean.cif,9.3
QOFDIA03_clean.cif,9.3
QOFDIA05_clean.cif,9.3
QOFDIA06_clean.cif,9.3
QOFDIA07_clean.cif,9.3
QOFDIA08_clean.cif,9.3
QOFDIA_clean.cif,9.4
QOFDOG_clean.cif,9.4
QOFKUT_clean.cif,2.9
QOFLAA_clean.cif,3.9
QOFPAE_clean.cif,3.0
QOGGID_clean.cif,2.0
QOGREK_clean.cif,5.9
QOGZET_clean.cif,3.2
QOHTOX_clean.cif,4.3
QOHTUD_clean.cif,2.5
QOHYET_clean.cif,4.5
QOJKAB_clean.cif,3.2
QOJTUE_clean.cif,3.3
QOJVAM_clean.cif,1.7
QOJYEV_clean.cif,2.5
QOKCID_clean.cif,1.2
QOKKAE_clean.cif,1.2
QOLVET_clean.cif,1.3
QOMDUS_clean.cif,0.9
QOMFAA_clean.cif,1.1
QOMFEE_clean.cif,4.2
QOMRUH_clean.cif,3.0
QOMSAO_clean.cif,3.1
QOMSES_clean.cif,3.0
QOMTET_clean.cif,2.3
QONKUB_clean.cif,3.1
QONLAI_clean.cif,3.0
QONLEM_clean.cif,3.1
QONLIQ_clean.cif,3.1
QONQAM_clean.cif,1.4
QONQEQ_clean.cif,0.8
QONQEQ_manual.cif,1.5
QOPCEE_clean.cif,0.8
QOPCII_charged.cif,0.8
QOPDAA_clean.cif,3.9
QOPDEE_clean.cif,2.1
QOPHEI_clean.cif,0.6
QOPPES_clean.cif,5.4
QOPPOC_clean.cif,2.7
QOPZIF_clean.cif,5.0
QOQDAD_clean.cif,1.6
QOQWOK01_clean.cif,3.2
QOQWOK_clean.cif,3.1
QOSJEP_clean.cif,2.9
QOSJIT_clean.cif,8.8
QOSJOZ_clean.cif,8.8
QOSJUF_clean.cif,3.0
QOSKAM_clean.cif,8.8
QOSXAY_clean.cif,1.5
QOTHOY_clean.cif,6.7
QOTWON_clean.cif,4.2
QOTZEG_clean.cif,1.5
QOVDAH_clean.cif,4.8
QOVDEL_clean.cif,4.8
QOVGOY01_clean.cif,1.2
QOVGOY_clean.cif,1.2
QOVSOL_clean.cif,3.9
QOVSUR_clean.cif,10.3
QOVWOO01_clean.cif,2.0
QOVWOO_SL.cif,1.9
QOVWOO_clean.cif,1.9
QOVWOP_clean.cif,2.3
QOWLEU_clean_h.cif,1.5
QOWQUO_clean.cif,12.7
QOWQUO_manual.cif,12.7
QOWRAV02_clean.cif,19.7
QOWRAV03_clean.cif,19.7
QOWRAV04_clean.cif,19.7
QOWRAV05_clean.cif,19.7
QOWRAV06_clean.cif,19.6
QOWRAV07_clean.cif,19.6
QOWRAV08_clean.cif,19.6
QOWRAV09_clean.cif,19.6
QOWRAV10_clean.cif,19.6
QOWRAV11_clean.cif,19.6
QOWRAV12_clean.cif,19.5
QOXFIU_clean.cif,15.6
QOXNIB_clean.cif,2.0
QOYLOG_clean.cif,1.7
QOZDOY_clean.cif,2.1
QOZFUG_charged.cif,6.0
QOZGAP_clean.cif,1.3
QOZPEC_clean.cif,3.2
QOZPIG_clean.cif,2.7
QOZPOM_clean.cif,2.7
QOZWAF_clean.cif,15.5
QQQGTA01_clean.cif,1.2
QQQGTA02_clean.cif,1.2
QQQGTA03_clean.cif,1.2
QUBWIU_clean.cif,7.4
QUBZAP_clean.cif,7.7
QUBZIX_clean.cif,6.3
QUDGED_clean.cif,13.8
QUDJIJ_clean.cif,2.2
QUDJOP_clean.cif,2.2
QUFFED_clean.cif,1.5
QUFGED_clean.cif,2.0
QUFGIH_clean.cif,2.0
QUFKIN_clean.cif,2.3
QUFTAM_clean.cif,1.5
QUFXIZ_clean.cif,4.9
QUGBUQ_clean.cif,2.3
QUGNOV_clean.cif,0.7
QUGPAJ_charged.cif,8.7
QUGZEZ_clean.cif,5.0
QUHMOX_clean.cif,2.5
QUHYIB01_clean.cif,1.1
QUJFUX_clean.cif,1.3
QUJJUC_clean.cif,11.3
QUJKOX_clean.cif,3.5
QUJWEZ_clean.cif,5.1
QUKQAQ_clean.cif,2.6
QUKYOL_clean.cif,1.6
QUKYUR_clean.cif,1.6
QULKIS_charged.cif,3.3
QULLEP_clean.cif,3.4
QULMIU_clean.cif,2.4
QULMOA_clean.cif,15.3
QUMFUB_clean.cif,1.1
QUMJEP_clean.cif,4.4
QUMYUT_clean.cif,1.5
QUNMUI_clean.cif,2.3
QUNVIG_clean.cif,14.7
QUNWAZ_clean.cif,7.0
QUPDEL01_clean.cif,4.1
QUPDEL_clean.cif,1.2
QUPHIT_clean.cif,2.4
QUPHUF_clean.cif,2.5
QUPJAN_clean.cif,6.2
QUPZAC_clean.cif,1.9
QUPZIK_clean.cif,1.8
QUQBAH_clean.cif,5.0
QUQFIS_clean.cif,6.4
QUQFOY_clean.cif,7.2
QUQGAL.cif,2.5
QUQGAL_clean.cif,2.5
QUQGEP_neutral.cif,3.2
QUQHAM_clean.cif,0.8
QUQHEQ_clean.cif,2.3
QUQMOG_clean.cif,4.7
QUQPIC_clean.cif,2.2
QUQPOI_SL.cif,1.0
QUQPOI_clean.cif,1.0
QUQPUO_clean.cif,2.0
QUQQOJ_clean.cif,2.7
QUQWOQ_clean.cif,8.8
QUQWUW_clean.cif,5.0
QUQYUY_clean.cif,6.7
QUQZOS_clean.cif,1.6
QURNOI_clean.cif,17.7
QURPIE_clean.cif,17.7
QURPOK_clean.cif,18.1
QURSEC_clean.cif,4.0
QUSBEM_charged.cif,1.2
QUSBIP_clean.cif,15.1
QUSBIQ_charged.cif,3.1
QUSCAJ_clean.cif,3.6
QUSCEN_clean.cif,3.6
QUSFEP_charged.cif,2.1
QUSQIG_clean.cif,14.4
QUSRIH_clean.cif,3.4
QUSRON_clean.cif,3.3
QUSRUT_clean.cif,3.5
QUSSAA_clean.cif,3.7
QUSSII_clean.cif,4.7
QUSSOO_clean.cif,3.9
QUTDAM_clean.cif,13.4
QUTTII01_clean.cif,1.8
QUTTII_clean.cif,1.8
QUTVIM01_clean.cif,1.8
QUTVIM_clean.cif,1.8
QUVDOB_clean.cif,2.8
QUVDUH_clean.cif,2.7
QUVFAP_clean.cif,2.8
QUVFET_clean.cif,2.7
QUWYEO_clean.cif,1.5
QUXQUX_clean.cif,1.5
QUXRAE_clean.cif,1.5
QUXREI_clean.cif,1.5
QUXRIM_clean.cif,1.5
QUXROS_clean.cif,1.5
QUXRUY_clean.cif,1.5
QUZVEO_clean.cif,3.7
QUZZES_clean.cif,3.7
RABHAZ_clean.cif,2.3
RABHIH_clean.cif,2.9
RABNOX_clean.cif,1.1
RACHUA01_clean.cif,12.8
RACZEC_clean.cif,1.5
RACZIG_clean.cif,1.5
RAFMUH_clean.cif,1.4
RAFNIV_clean.cif,2.7
RAFNUH01_clean.cif,3.0
RAFNUH_clean.cif,5.2
RAFRUL_charged.cif,10.4
RAGMOE_clean.cif,8.0
RAGREY_charged.cif,3.4
RAGYAB_clean.cif,2.2
RAHBUZ_clean.cif,2.5
RAHMAP_clean.cif,1.7
RAJFAL_clean.cif,1.0
RAJFAM_clean.cif,2.3
RAJFEQ_clean.cif,2.4
RAKCUC_clean.cif,17.6
RAKDAJ_clean.cif,17.4
RAKDEN_clean.cif,17.4
RAKMOF_clean.cif,3.3
RAKPEZ_clean.cif,3.8
RALZEL_clean.cif,2.3
RANNOM_clean.cif,1.5
RANNUS_clean.cif,1.5
RANPAA_clean.cif,1.6
RANVUA_clean.cif,9.3
RAPBOZ_clean.cif,1.4
RAPMOK_clean.cif,3.0
RAPYOY_clean.cif,2.9
RAPYUE_clean.cif,2.9
RAQVAG_clean.cif,1.0
RAQVEM_clean.cif,3.7
RARYOZ_clean.cif,5.1
RARYUF_clean.cif,5.1
RASGAT_clean.cif,3.7
RASKIH_clean.cif,2.1
RASKON_clean.cif,4.4
RASXEP01_clean.cif,4.4
RASXIT_clean.cif,4.4
RATCUL01_clean.cif,1.7
RATCUL02_clean.cif,1.7
RATCUL03_clean.cif,1.7
RATDAS02_clean.cif,1.6
RATNIL_charged.cif,4.1
RATRUB_clean.cif,3.1
RATSAI_clean.cif,3.1
RATVEP_clean.cif,1.3
RAVCOI_clean.cif,1.9
RAVCUO_clean.cif,1.8
RAVDAV_clean.cif,1.8
RAVDEZ_clean.cif,1.8
RAVDID_clean.cif,1.8
RAVDOJ_clean.cif,1.8
RAVDUP_clean.cif,1.8
RAVFAX_clean.cif,3.9
RAVFEB_clean.cif,3.9
RAVFIF_clean.cif,3.9
RAVJOP_clean.cif,10.9
RAVVIU01_clean.cif,1.6
RAVVIU_clean.cif,1.6
RAVVOA01_clean.cif,1.6
RAVVOA02_clean.cif,1.6
RAVVOA_clean.cif,1.6
RAVVUH_clean.cif,3.0
RAVWAO_clean.cif,4.6
RAVWES_clean.cif,6.9
RAVWIW_clean.cif,10.1
RAVWOC_clean.cif,10.3
RAVWUI_clean.cif,14.1
RAVXAP_clean.cif,19.7
RAVXET_clean.cif,20.0
RAWPIP_clean.cif,3.5
RAWZIA_clean.cif,1.6
RAXBOJ_clean.cif,4.1
RAXCAW_charged.cif,1.8
RAXCEA_charged.cif,1.9
RAXCOK_clean.cif,5.8
RAXDAX_clean.cif,2.0
RAXQEO_clean.cif,3.9
RAXROX_charged.cif,1.9
RAXYOF_clean.cif,1.9
RAYFAA_clean.cif,11.1
RAYFEE_clean.cif,5.4
RAYKIN_clean.cif,6.9
RAYLAG_clean.cif,6.9
RAYLOU_clean.cif,7.0
RAYMAG_clean.cif,2.4
RAYMIP_clean.cif,10.5
RAYMOV_clean.cif,10.9
RAYSAM_clean.cif,9.7
RAZGOQ_clean.cif,1.5
RAZJIM_clean.cif,2.0
RAZXIA01_clean.cif,5.2
RAZXIA02_clean.cif,5.1
RAZXIA03_clean.cif,5.0
RAZXIA04_clean.cif,4.8
RAZXIA_clean.cif,2.9
RAZYIC_clean.cif,3.9
RAZYOI_clean.cif,3.2
REBCAE_clean.cif,15.5
REBRIA_clean.cif,4.7
REBROG_clean.cif,4.7
REBRUM_clean.cif,4.8
REBSAT_clean.cif,4.7
REBSIB_clean.cif,4.8
REDROI_clean.cif,1.8
REDYEG_clean.cif,1.1
REFHUH_clean.cif,3.1
REFJET_clean.cif,2.4
REFMEW_clean.cif,4.9
REFTON_SL.cif,3.2
REFTON_clean.cif,3.2
REFTUT_clean.cif,3.2
REGJIW01_clean.cif,0.3
REGJIW02_clean.cif,0.3
REGJIW_clean.cif,0.3
REGLOG_clean.cif,2.0
REGMOH_clean.cif,6.7
REGMUN_clean.cif,6.7
REGQUR_clean.cif,6.2
REGRAY_clean.cif,6.9
REGREC_clean.cif,4.5
REGRIG_clean.cif,5.6
REHHET_clean.cif,14.6
REHHIX_clean.cif,15.1
REHHOD_clean.cif,8.4
REHHUJ_clean.cif,14.3
REHJAR_clean.cif,13.3
REHJEV_charged.cif,3.9
REHJIZ_charged.cif,1.8
REHMEY_clean.cif,2.1
REHRON_clean.cif,2.3
REHTUV_clean.cif,5.5
REHVAD_clean.cif,5.5
REHVEH_clean.cif,10.6
REJLAU_clean.cif,5.3
REJLEY_clean.cif,1.6
REJLIC_clean.cif,4.2
REJLOI_clean.cif,1.1
REJVOS_clean.cif,1.6
REKCUG_clean.cif,1.1
REKZIR_clean.cif,17.2
RELLAW_clean.cif,5.5
RENWEM01_clean.cif,0.4
RENWEM_clean.cif,0.5
RESDUQ_clean.cif,16.2
RESQAJ_clean.cif,2.3
RESSAK_clean.cif,1.2
RESWOC_clean.cif,2.0
RESWUI01_clean.cif,1.0
RESWUI02_clean.cif,1.0
RESWUI_clean.cif,0.9
RESZIA_clean.cif,6.8
RETBEZ_clean.cif,5.1
RETVIW_clean.cif,3.4
REVYUO_clean.cif,8.2
REWLEM_clean_h.cif,18.4
REWSUJ_clean.cif,4.0
REXCEE_clean.cif,16.4
REXCII_clean.cif,8.4
REXCOO_clean.cif,8.8
REXCUU_clean.cif,8.5
REXDAB_clean.cif,17.0
REXDEF_clean.cif,8.4
REXDIJ_clean.cif,9.1
REXDOP_clean.cif,9.1
REXDUV_clean.cif,8.6
REXFAD_clean.cif,8.7
REXFEH_clean.cif,8.8
REXFIL_clean.cif,8.6
REXFOR_clean.cif,8.6
REXFUX_clean.cif,8.6
REYBAA_clean.cif,2.5
REYCEF_clean.cif,1.3
REYCOP_clean.cif,3.2
REYJEM_clean.cif,4.1
REYMOZ_clean.cif,18.2
REYNUG.cif,3.3
REYPES_clean.cif,8.4
REYPIW_clean.cif,1.6
REZJIR02_clean.cif,2.0
REZJIR03_clean.cif,1.9
REZJIR_clean.cif,2.0
REZVAU_clean.cif,2.4
REZXEA_clean.cif,3.9
REZXIE01_clean.cif,2.4
REZXIE_clean.cif,2.4
REZXOK_clean.cif,6.6
REZXUQ_clean.cif,9.2
RIBDAJ_clean.cif,2.0
RIBDEN_clean.cif,2.0
RIBTAZ_clean.cif,6.6
RICBEM_clean.cif,8.6
RICHIV_clean.cif,1.6
RIDCEN_charged.cif,11.3
RIDDUE_clean.cif,1.3
RIDGIW_clean.cif,5.6
RIDKOE.cif,5.4
RIDKOE_charged.cif,2.8
RIFDUG01_clean.cif,6.6
RIFGAQ_clean.cif,18.3
RIFMIE_clean.cif,4.8
RIFQEC_clean.cif,0.7
RIFQUT_clean.cif,1.7
RIGPEE01_clean.cif,2.1
RIGPEE_clean.cif,2.1
RIGPII_clean.cif,2.0
RIGTIL_clean.cif,1.9
RIGVOU_clean.cif,2.0
RIGWIP_clean.cif,2.0
RIHJUO_clean.cif,1.3
RIHXIR_charged.cif,6.7
RILVOZ_clean.cif,1.3
RINPEJ_charged.cif,4.0
RINSEM_clean.cif,2.5
RIPKIM01_clean.cif,3.3
RIPKIM_clean.cif,3.2
RIPNIP_clean.cif,2.7
RIPNOV_clean.cif,8.3
RIPNUB_clean.cif,8.3
RIPPEN_clean.cif,8.3
RIPTAM_clean.cif,3.7
RIPTEQ_clean.cif,2.4
RIPWEU_clean.cif,14.9
RIPWIY_clean.cif,15.8
RIRDED_clean.cif,13.4
RIRDIH_clean.cif,13.4
RITGEI_clean.cif,9.4
RITGIM_clean.cif,2.9
RITGUY_clean.cif,2.2
RIVDEF_clean.cif,3.0
RIWMUH_clean.cif,4.9
RIWSUM_clean.cif,6.3
RIXBEG_clean.cif,3.2
RIXBIK_clean.cif,2.8
RIXPIZ_clean.cif,13.2
RIYBAE_clean.cif,17.2
RIYBEI_clean.cif,17.5
RIYBIM_clean.cif,16.9
RIYBOS_clean.cif,17.0
RIYDEJ_clean.cif,1.5
RIYWED_clean.cif,3.6
RIYWIH_clean.cif,3.6
RIYXIG_clean.cif,1.3
RIZNIY01_clean.cif,5.6
RIZNIY_clean.cif,5.8
RIZXUT_clean.cif,3.2
ROBWAH_clean.cif,2.9
ROBYOY_clean.cif,2.4
ROCZAM_clean.cif,2.7
ROCZEQ_clean.cif,2.7
ROCZIU_clean.cif,2.8
ROCZOA_clean.cif,3.5
ROCZUG_clean.cif,3.6
RODBAP_clean.cif,3.7
ROGLOP_clean.cif,1.5
ROGSAI_clean.cif,2.2
ROJNEJ_clean.cif,0.7
ROKRIU_clean.cif,3.6
ROKROA_clean.cif,3.9
ROLCEC13_clean.cif,1.3
ROLCEC14_clean.cif,1.3
ROLCEC15_clean.cif,1.3
ROLCEC16_clean.cif,1.3
ROLCEC18_clean.cif,1.3
ROLCEC19_clean.cif,1.3
ROLZEZ_clean.cif,2.3
ROMMAJ_clean.cif,13.4
ROMQAN_clean.cif,2.5
ROMQER_clean.cif,5.7
RONCIG_clean.cif,3.4
RONSIY_clean.cif,2.6
RONSOC_clean.cif,6.9
RONSOE_clean.cif,2.7
RONWIA_clean.cif,1.3
RONZID_clean.cif,1.0
RONZOJ_clean.cif,2.1
RONZUP_clean.cif,1.4
RONZUP_clean_h.cif,1.4
ROPVIB_clean.cif,5.4
ROQDIM01_clean.cif,2.1
ROQDIM02_clean.cif,2.1
ROQDIM03_clean.cif,2.1
ROQDIM04_clean.cif,2.2
ROQDIM05_clean.cif,2.2
ROQDIM06_clean.cif,2.2
ROQDIM_clean.cif,2.1
ROQFUA01_clean.cif,2.3
ROQFUA02_clean.cif,2.3
ROQFUA03_clean.cif,2.3
ROQFUA04_clean.cif,2.3
ROQFUA05_clean.cif,2.3
ROQFUA06_clean.cif,2.3
ROQFUA07_clean.cif,2.4
ROQFUA08_clean.cif,2.4
ROQFUA_clean.cif,2.2
ROQMER01_clean.cif,2.1
ROQMER02_clean.cif,2.1
ROQMER03_clean.cif,2.1
ROQMER04_clean.cif,2.2
ROQMER_clean.cif,2.1
ROQNES01_clean.cif,2.2
ROQNES02_clean.cif,2.2
ROQNES03_clean.cif,2.3
ROQNES04_clean.cif,2.3
ROQNES05_clean.cif,2.3
ROQNES_clean.cif,2.2
ROQRAS_clean.cif,2.0
ROQVIE_clean.cif,2.0
RORLIV_clean.cif,1.5
RORRIB_clean.cif,1.0
RORTAV_clean.cif,12.5
RORTID_clean.cif,5.9
RORTOJ_clean.cif,5.9
RORTUP_clean.cif,5.9
RORVAX_clean.cif,2.6
ROSCEH_clean.cif,5.3
ROSKER_clean.cif,2.5
ROTQIC_clean.cif,2.2
ROTTOL_clean.cif,2.9
ROYJUM_clean.cif,4.3
ROYREE_clean.cif,8.4
ROYRII_clean.cif,8.4
ROYROO_clean.cif,8.4
RUBGUS_clean.cif,3.5
RUBHOM_clean.cif,2.1
RUBHUS_clean.cif,2.0
RUBLEH_clean.cif,1.0
RUBLUX_clean.cif,17.4
RUBTAK01_SL.cif,3.3
RUBTAK01_clean_h.cif,3.3
RUBTAK02_SL.cif,3.2
RUBTAK02_clean_h.cif,3.2
RUBTAK03_auto.cif,8.9
RUBTAK04_clean.cif,8.9
RUBTAK05_clean.cif,8.9
RUBTAK06_clean.cif,8.9
RUBTAK07_clean.cif,8.9
RUBTAK08_clean.cif,8.9
RUBTAK09_clean.cif,8.9
RUCGOM_clean.cif,3.8
RUDPOW_clean.cif,6.3
RUDQEN_clean.cif,2.5
RUDQOX_clean.cif,2.2
RUDQUD01_clean.cif,4.3
RUDQUD_clean.cif,4.3
RUFDUT_clean.cif,2.9
RUFMUA01_clean.cif,0.6
RUFMUA_clean.cif,0.6
RUFRIV_clean.cif,2.8
RUFTET_clean.cif,1.7
RUFZID_clean.cif,9.5
RUFZOJ_clean.cif,15.7
RUGGIL_clean.cif,0.5
RUGGOR_clean.cif,0.5
RUGGUX_clean.cif,0.5
RUGHEI_clean.cif,0.5
RUGHOS_clean.cif,0.5
RUGHUY_clean.cif,0.5
RUGJAG_clean.cif,0.5
RUGJEK_clean.cif,0.5
