,STRUCTURE_NAME,a,b,c,UnitCell
2768,FARYEE_clean,12.8171,17.2131,16.9466,1 1 1
2769,FASFOX_clean,15.44,15.44,10.021,1 1 2
2770,FASFUD_clean,15.377,15.377,9.915,1 1 2
2771,FASGAK_clean,15.4313,15.4313,9.8884,1 1 2
2772,FASGEO_clean,15.446,15.446,9.907,1 1 2
2773,FASGIS_clean,11.1637,13.4231,19.713,2 1 1
2774,FASHAK_clean,14.0022,14.0022,14.0022,1 1 1
2775,FASHOX_clean,9.3278,15.5529,9.6474,2 1 2
2776,FASHUD_clean,14.6107,14.6107,14.6107,1 1 1
2777,FASHUD_SL,16.139,16.139,18.247,1 1 1
2778,FASJAL_clean,8.4181,15.8885,15.8885,2 1 1
2779,FASQUN_clean,7.542000000000001,17.899,23.6594,2 1 1
2780,FASVIH_clean,7.4054,18.811,12.005999999999998,2 1 1
2781,FASYUU_charged,22.4779,22.4779,22.4779,1 1 1
2782,FATBAE_clean,9.177999999999999,9.197000000000001,15.3194,2 2 1
2783,FATKAO_clean,10.19,11.232000000000001,22.14,2 2 1
2784,FATKES_clean,10.3246,11.3359,22.316,2 2 1
2785,FATKIV_clean,20.345,30.5917,30.5917,1 1 1
2786,FATKIW_clean,10.255,11.267999999999999,22.194000000000003,2 2 1
2787,FATKOC_clean,10.2289,11.2526,22.1877,2 2 1
2788,FATKUI_clean,10.415999999999999,11.44,22.456999999999997,2 2 1
2789,FATLUJ_clean,11.575,12.634,14.335,2 1 1
2790,FATQID_clean,31.236,31.236,28.194000000000003,1 1 1
2791,FATVOM_clean,11.3502,16.1501,11.3658,2 1 2
2792,FAVDAK_clean,35.143,15.039000000000001,30.68,1 1 1
2793,FAVDEO_clean,35.047,15.0048,30.5654,1 1 1
2794,FAVDIS_clean,30.839000000000002,14.9128,34.344,1 1 1
2795,FAVFOA_clean,33.5429,34.1738,24.3555,1 1 1
2796,FAVFUG_clean,30.4133,34.588,27.5921,1 1 1
2797,FAVGAN_clean,12.8414,24.1086,12.3488,1 1 1
2798,FAVGER_clean,12.865,24.162,12.368,1 1 1
2799,FAVGIV_clean,11.921,12.527000000000001,12.552,2 1 1
2800,FAVGOB_clean,11.9,12.494000000000002,12.539000000000001,2 1 1
2801,FAVGUH_clean,11.888,12.475,12.542,2 1 1
2802,FAVHAO_clean,11.931,12.485,12.549000000000001,2 1 1
2803,FAVHES_clean,11.855,12.414000000000001,12.472999999999999,2 1 1
2804,FAVHIW_clean,11.878,12.419,12.489,2 1 1
2805,FAVKAP_clean,11.184000000000001,11.184000000000001,14.591,2 2 1
2806,FAVKET_clean,9.135,16.137,19.968,2 1 1
2807,FAVZEJ_clean,6.5647,6.5647,11.347000000000001,2 2 2
2808,FAWCEN01_clean,14.6464,14.6464,14.6464,1 1 1
2809,FAWCEN01_SL,14.6464,14.6464,14.6464,1 1 1
2810,FAWCEN02_clean,14.7164,14.7164,14.7164,1 1 1
2811,FAWCEN02_SL,14.7164,14.7164,14.7164,1 1 1
2812,FAWCEN03_clean5b,14.7307,14.7307,14.7307,1 1 1
2813,FAWCEN03_SL,14.7307,14.7307,14.7307,1 1 1
2814,FAWCEN_clean,14.5933,14.5933,14.5933,1 1 1
2815,FAWCEN_SL,14.5933,14.5933,14.5933,1 1 1
2816,FAYKOH_clean,16.5388,17.6725,17.6725,1 1 1
2817,FAYLEY_clean,7.149,7.149,13.392000000000001,2 2 1
2818,FAYLIC_clean,7.145,7.145,13.369000000000002,2 2 1
2819,FAYPAY_clean,21.316999999999997,23.1479,38.6588,1 1 1
2820,FAYPEC_clean,20.373,23.7884,38.3447,1 1 1
2821,FAYPIG_clean,19.562,20.85,23.573,1 1 1
2822,FAYPOM_clean,20.049,20.287,20.8323,1 1 1
2823,FAYQAZ_clean,19.8976,23.4914,36.9624,1 1 1
2824,FAYQED_clean,24.789,26.0192,26.0192,1 1 1
2825,FAYQIH_clean,25.5413,26.3627,26.5939,1 1 1
2826,FAYQON_clean,26.1427,26.1427,26.2139,1 1 1
2827,FAYQUT_clean,24.4238,27.1242,30.9423,1 1 1
2828,FAZFET_clean,27.9608,27.9608,27.9608,1 1 1
2829,FAZPED_clean,12.172,16.397379,16.3974,1 1 1
2830,FAZRAA_charged,8.415,12.503,12.682,2 1 1
2831,FAZRAA_clean,8.415,12.503,12.682,2 1 1
2832,FAZZEM_clean,11.552,12.742,14.589,2 1 1
2833,FEBPUY_clean,13.668,17.525,19.059,1 1 1
2834,FEBXIV_clean,24.4616,24.4616,39.8821,1 1 1
2835,FECCIZ_clean,10.3325,14.6405,9.5112,2 1 2
2836,FECFAV_clean,8.594,49.85,7.419,2 1 2
2837,FECJUT_clean,32.768,39.312,25.68,1 1 1
2838,FECKAA_clean,10.9175,21.4699,21.4699,2 1 1
2839,FECWOB01_clean,6.791,9.604,17.722,2 2 1
2840,FECWOB,6.791,9.603604,34.113,2 2 1
2841,FECXAO_clean,16.5428,16.5428,24.3988,1 1 1
2842,FECXES_clean,12.1,26.162,26.162,1 1 1
2843,FECXUI_clean,18.6265,23.5793,30.1227,1 1 1
2844,FECYIX_clean,12.335,12.335,5.265,1 1 3
2845,FECYOD_clean,18.401,18.401,44.056999999999995,1 1 1
2846,FECYUJ_clean,18.6086,20.2422,20.8135,1 1 1
2847,FECZAQ_clean5b,17.3043,18.377,17.9565,1 1 1
2848,FECZAQ_manual,17.3043,17.9565,18.377,1 1 1
2849,FEDBEX_clean,6.02,12.7722,13.1612,2 1 1
2850,FEDJUU_charged,11.269,13.1064,13.1064,2 1 1
2851,FEDKAB_clean,12.7732,12.7732,11.645,1 1 2
2852,FEFCUQ_clean,14.071,15.265,15.350999999999999,1 1 1
2853,FEFDAX_clean,14.02,15.082,15.120999999999999,1 1 1
2854,FEFDEB_clean,9.6282,15.21,15.21,2 1 1
2855,FEFDEB_clean5b,19.2564,15.21,15.21,1 1 1
2856,FEFDEB_manual,19.2564,15.21,15.21,1 1 1
2857,FEFVES_clean,14.7857,16.5284,10.2302,1 1 2
2858,FEFZOF_clean,7.6838,14.953,15.955,2 1 1
2859,FEGNIQ_clean,13.0843,25.4045,16.3416,1 1 1
2860,FEHCIG_manual,18.0802,18.0802,18.0802,1 1 1
2861,FEHCOM_clean,13.9249,18.1113,18.1113,1 1 1
2862,FEJDEE_clean,7.7703,9.1499,14.4685,2 2 1
2863,FEJDII01_clean,10.3397,14.7632,13.7726,2 1 1
2864,FEJDII_clean,9.0238,9.0392,13.8071,2 2 1
2865,FEJKEM_clean,8.1403,13.2828,17.5175,2 1 1
2866,FELVEZ_clean,18.7209,18.7209,18.7209,1 1 1
2867,FELVID_clean,18.7269,18.7269,18.7269,1 1 1
2868,FELVOJ_clean,18.8846,18.8846,18.8846,1 1 1
2869,FELVUP_clean,18.7316,18.7316,18.7316,1 1 1
2870,FELWAW_clean,18.625,18.625,18.625,1 1 1
2871,FELWEA_clean,18.8182,18.8182,18.8182,1 1 1
2872,FELWIE_clean,18.6759,18.6759,18.6759,1 1 1
2873,FELWOK_clean,18.6874,18.6874,18.6874,1 1 1
2874,FELWUQ_clean,18.7447,18.7447,18.7447,1 1 1
2875,FENROG_clean,13.047,11.6893,7.8244,1 2 2
2876,FENVOL_charged,17.4866,17.4866,17.4866,1 1 1
2877,FENZAB_clean,22.7053,12.3557,8.3931,1 1 2
2878,FEPQEW_clean,12.702,9.365,11.253,1 2 2
2879,FEQSIF_clean,11.252,20.078,20.078,2 1 1
2880,FERCAH,15.0031,15.0031,24.7185,1 1 1
2881,FERGUG_charged,22.3139,22.3139,26.7498,1 1 1
2882,FERHAN_clean,17.1031,17.1031,17.1031,1 1 1
2883,FERVEF_clean,26.226999999999997,26.226999999999997,9.3541,1 1 2
2884,FERVIJ_clean,9.7512,15.8547,15.8547,2 1 1
2885,FERVOP_clean,9.103,15.4537,15.4537,2 1 1
2886,FERVUV_clean,26.241999999999997,26.241999999999997,9.5644,1 1 2
2887,FERWAC_clean,9.9696,15.7389,15.7389,2 1 1
2888,FESBEM_clean,11.36,11.799000000000001,16.35,2 2 1
2889,FESBIQ_clean,14.787,15.571,16.424,1 1 1
2890,FESTUT_clean,12.109000000000002,9.209,16.081,1 2 1
2891,FEVDER_clean,8.4073,11.491,35.108000000000004,2 2 1
2892,FEVDIV_clean,8.3722,11.4888,34.923,2 2 1
2893,FEVNEA_charged,17.5661,23.4327,27.090999999999998,1 1 1
2894,FEVNIE_charged,20.495,22.701,27.435,1 1 1
2895,FEVNOK_clean,4.7101,10.7704,20.0289,3 2 1
2896,FEVNOL_clean,13.9152,13.9152,13.9152,1 1 1
2897,FEVREF_clean,10.1661,21.4687,20.113,2 1 1
2898,FEVSAC_clean,10.2403,20.417,21.7334,2 1 1
2899,FEVTEF_charged,11.300999999999998,13.1942,20.3262,2 1 1
2900,FEVVIM_charged,11.262,13.4386,21.16,2 1 1
2901,FEWGUL_clean,5.1474,18.232,26.783,3 1 1
2902,FEWQIJ_clean_b,27.3934,27.3934,14.0108,1 1 1
2903,FEWQIJ_manual,27.3934,27.3934,14.0108,1 1 1
2904,FEWQOP_clean,6.9997,16.0597,16.0597,2 1 1
2905,FEWTUY_clean,12.853799,19.8687,19.8687,1 1 1
2906,FEWWEL_clean,12.8701,46.966,22.725,1 1 1
2907,FEWWIP_clean,12.610999999999999,46.104,22.386,1 1 1
2908,FEWWOV_clean,19.074,19.652,19.652,1 1 1
2909,FEWWUB_clean,27.7977,27.7977,27.7977,1 1 1
2910,FEWXEM_clean,38.2,38.2,38.2,1 1 1
2911,FEWXIQ_clean,38.222,38.222,38.222,1 1 1
2912,FEXCES_clean,11.05,11.05,27.772,2 2 1
2913,FEXHOG01_clean,4.7331,10.8678,19.9244,3 2 1
2914,FEXHOG_clean,4.7154,10.7124,19.8268,3 2 1
2915,FEYDET_clean,7.3181,17.02,10.5789,2 1 2
2916,FEYJID_clean,28.7135,28.7135,28.7135,1 1 1
2917,FEYJOJ_clean,13.005999999999998,14.279000000000002,17.515,1 1 1
2918,FEYQIK_clean,8.655,9.9366,11.717,2 2 2
2919,FEYQUW_clean,21.9415,7.7878,19.6649,1 2 1
2920,FEYZUF_clean,21.87,7.652,19.624000000000002,1 2 1
2921,FEZCIX_clean,27.112,17.0697,27.5614,1 1 1
2922,FEZCOD_charged,15.1328,15.7292,27.2884,1 1 1
2923,FEZCUJ_charged,15.0805,15.6823,27.3024,1 1 1
2924,FEZQEI_clean,15.9742,15.9742,19.4383,1 1 1
2925,FEZREJ_clean,13.3815,17.7647,17.7647,1 1 1
2926,FEZTIP_clean,10.0704,14.2521,17.5644,2 1 1
2927,FIBFUS_clean,13.987,16.153,17.299,1 1 1
2928,FIBHEF_clean,11.4262,11.4509,12.5243,2 2 1
2929,FIBHIJ_clean,11.4287,11.7031,12.918,2 2 1
2930,FIBKEI_clean,24.65,33.494,18.529,1 1 1
2931,FIDMEL01_clean,8.2881,8.2881,10.565999999999999,2 2 2
2932,FIDMIP_clean,21.926,21.926,10.5643,1 1 2
2933,FIDRIV_clean,14.1273,23.6972,23.6972,1 1 1
2934,FIFGAE_clean,18.1997,18.1997,20.0204,1 1 1
2935,FIFGEI_clean,20.8131,20.8131,23.185,1 1 1
2936,FIFGIM_clean,18.7843,18.7843,25.0267,1 1 1
2937,FIFMIS01_clean,15.9363,15.9363,21.338,1 1 1
2938,FIFMIS_clean,15.9288,15.9288,21.3663,1 1 1
2939,FIFMOX_clean,12.58,26.713,33.455,1 1 1
2940,FIFMOY_clean,15.8831,15.8831,21.3791,1 1 1
2941,FIFMUD_clean,12.3089,26.959,33.493,1 1 1
2942,FIFNUE01_clean,8.1405,10.5245,11.4295,2 2 2
2943,FIFNUE_clean,8.1309,10.5108,11.4194,2 2 2
2944,FIFPAM01_clean,8.1405,10.5032,11.3336,2 2 2
2945,FIFPAM_clean,8.1266,10.4815,11.3167,2 2 2
2946,FIFPOA_clean,4.8105,7.6762,17.8448,3 2 1
2947,FIGFOR_clean,9.6685,9.6685,14.8879,2 2 1
2948,FIGLAK_clean,53.965,12.9968,21.607,1 1 1
2949,FIGQUJ_clean,8.531,12.57,13.252,2 1 1
2950,FIGVUN_clean,11.7877,5.2093,12.2031,2 3 1
2951,FIGXAU_clean,6.547000000000001,6.6323,6.6323,2 2 2
2952,FIGXAW_clean,14.2941,15.4016,16.7256,1 1 1
2953,FIGXEY_clean,6.5920000000000005,6.6862,6.6862,2 2 2
2954,FIHFAF_clean,9.275,12.922,14.564,2 1 1
2955,FIHHOV_clean,29.5937,29.5937,10.168,1 1 2
2956,FIHHUB_clean,19.8941,25.4125,25.4125,1 1 1
2957,FIHHUB_SL,19.8941,25.4125,25.4125,1 1 1
2958,FIHLOZ_clean,10.7873,22.3486,26.9072,2 1 1
2959,FIHLUF_clean,10.5259,11.6385,14.308,2 2 1
2960,FIHRIZ_clean,13.2146,14.4265,14.4265,1 1 1
2961,FIHXUR_clean,5.2133,18.414,28.517,3 1 1
2962,FIJCUX01_clean,15.2605,17.7374,18.2635,1 1 1
2963,FIJCUX_clean,14.847999999999999,17.664,18.129,1 1 1
2964,FIJDEI_clean,13.686,18.252,14.905999999999999,1 1 1
2965,FIJDIM01_clean,10.657,13.482999999999999,14.365,2 1 1
2966,FIJDIM02_clean,10.684299,13.484096,14.378887,2 1 1
2967,FIJDIM03_clean,10.6978,13.4912,14.3843,2 1 1
2968,FIJDIM04_clean,10.728,13.5001,14.3997,2 1 1
2969,FIJDIM05_clean,10.7531,13.5032,14.4102,2 1 1
2970,FIJDIM06_clean,10.776799,13.5057,14.4248,2 1 1
2971,FIJDIM07_clean,10.7964,13.4996,14.4274,2 1 1
2972,FIJDIM08_clean,10.8267,13.5046,14.4436,2 1 1
2973,FIJDIM09_clean,10.8542,13.5021,14.4512,2 1 1
2974,FIJDIM10_clean,10.6527,13.5339,14.3994,2 1 1
2975,FIJDIM11_clean,10.657,13.536887,14.417279,2 1 1
2976,FIJDIM12_clean,10.7115,13.509,14.392000000000001,2 1 1
2977,FIJDIM_clean,10.5842,13.4738,14.42,2 1 1
2978,FIJDOS_clean,6.8365,15.1444,15.1444,2 1 1
2979,FIJDUY_clean,10.6727,10.6926,15.7533,2 2 1
2980,FIJFEK_clean5b,10.2792,10.2792,14.5376,2 2 1
2981,FIJFEK_manual,10.2792,10.2792,14.5376,2 2 1
2982,FIJFIO_clean,29.6774,9.6295,7.9812,1 2 2
2983,FIJFOU_clean,10.1023,14.412,14.9635,2 1 1
2984,FIJFUA_clean,9.8294,12.1098,14.6279,2 1 1
2985,FIJGEK_clean,24.085,14.392999999999999,8.7122,1 1 2
2986,FIJXUR_clean,21.6971,19.7886,17.5075,1 1 1
2987,FIJYED_clean,19.6721,9.2201,9.7478,1 2 2
2988,FIJZEE_clean,13.8603,23.1285,8.542,1 1 2
2989,FIKQIB_clean,9.4153,13.339,13.415,2 1 1
2990,FIKTOK_clean,7.4106,16.621999,16.683,2 1 1
2991,FILYAC_clean,28.764,21.682,10.933,1 1 2
2992,FILYEG_clean,10.806,24.329,28.554000000000002,2 1 1
2993,FIMNIA_clean,12.0216,13.9379,22.7658,1 1 1
2994,FIMXUW_clean,10.5672,14.541797,17.057385,2 1 1
2995,FIMYUX_clean,24.427,24.427,24.427,1 1 1
2996,FIMZAE_clean,24.494,24.494,24.494,1 1 1
2997,FINQOK_clean,12.042,13.967,22.754,1 1 1
2998,FINQUQ_clean,12.0117,13.936,22.601999999999997,1 1 1
2999,FIPJAR_clean,7.0688,11.4644,16.421,2 2 1
3000,FIPJEV_clean,21.8879,7.0573,19.2414,1 2 1
3001,FIPKOG01_clean,10.184,10.347999999999999,18.090999999999998,2 2 1
3002,FIPKOG_clean,10.217,10.362,18.118,2 2 1
3003,FIPKUM_clean,10.004,10.293,17.914,2 2 1
3004,FIPWOS_clean,9.1269,9.342699,9.604,2 2 2
3005,FIPWUY_clean,9.198,9.33,9.636000000000001,2 2 2
3006,FIPXAF_clean,9.2522,9.2556,9.4781,2 2 2
3007,FIPXEJ_clean,8.9687,10.905999999999999,14.585,2 2 1
3008,FIQCEN_clean,18.6273,18.6273,18.6273,1 1 1
3009,FIQKIB_clean,10.024,18.725,24.813000000000002,2 1 1
3010,FIQYOU_clean,9.9304,11.4446,14.6192,2 2 1
3011,FIQYUA_clean,9.8335,11.2727,14.4249,2 2 1
3012,FIQZAH_clean,11.3407,9.7856,14.4334,2 2 1
3013,FIQZEM_clean,6.718,13.507,15.229000000000001,2 1 1
3014,FIRMUQ_clean,15.1738,15.1738,18.859,1 1 1
3015,FIRNAX01_clean,15.698,15.698,18.557000000000002,1 1 1
3016,FIRNAX_clean,15.54,15.54,18.679000000000002,1 1 1
3017,FIRNIF_clean,15.687999999999999,15.687999999999999,18.678,1 1 1
3018,FIRNOL_clean,15.638,15.638,18.499000000000002,1 1 1
3019,FIRNUR_clean,15.673,15.673,18.532,1 1 1
3020,FIRPAZ_clean,15.695,15.695,18.546,1 1 1
3021,FIRVEH_clean,7.675,10.3639,10.3639,2 2 2
3022,FIRZOX_clean,13.8488,15.5215,15.5215,1 1 1
3023,FISGOF_clean,19.4017,19.4017,19.4017,1 1 1
3024,FISPIH_clean,24.5773,33.5933,33.6567,1 1 1
3025,FISXEM_clean,22.4022,22.4022,9.1637,1 1 2
3026,FITGEW_clean,37.4822,37.4822,17.2024,1 1 1
3027,FITHAS_charged,12.8061,20.7872,21.6247,1 1 1
3028,FITHIA_clean,23.995,23.995,3.9498,1 1 4
3029,FITJAU_clean,10.2481,15.0697,22.391,2 1 1
3030,FITJEY_clean,10.0476,14.9869,22.2426,2 1 1
3031,FIVNAZ_clean,8.165,8.215,8.214999,2 2 2
3032,FIVQIL_clean,10.2826,12.6977,17.864,2 1 1
3033,FIVQOR_clean,8.1217,8.9601,10.4611,2 2 2
3034,FIVYEP01_clean,12.0682,12.0682,14.614,1 1 1
3035,FIVYEP_clean,12.0682,12.0682,14.614,1 1 1
3036,FIVYUF_clean,9.5792,14.1333,22.7191,2 1 1
3037,FIWJIG_clean,21.5599,21.5599,12.8974,1 1 1
3038,FIWKUT_clean,19.7757,44.7064,28.6303,1 1 1
3039,FIXVUE_clean,32.749,32.749,32.749,1 1 1
3040,FIYDOH_clean,11.354000000000001,11.5836,16.247,2 2 1
3041,FIZPOV_clean,11.078,16.012,23.804000000000002,2 1 1
3042,FOBNAN_clean,31.28,14.735,28.51,1 1 1
3043,FOCREW_clean,10.5561,10.5378,16.8962,2 2 1
3044,FOCZAA_clean,9.5256,12.1272,15.8886,2 1 1
3045,FOCZEE_clean,9.6812,12.2892,15.7406,2 1 1
3046,FODCEI_clean,9.9516,15.7818,16.5509,2 1 1
3047,FODYUT_clean,14.6595,14.5575,28.114,1 1 1
3048,FODZUU_clean,8.488,17.721,9.024,2 1 2
3049,FOFCIO_clean,9.7441,12.3318,15.7737,2 1 1
3050,FOFCOU_clean,9.5603,12.1386,15.9458,2 1 1
3051,FOFDAH_clean,10.5783,10.4271,16.921,2 2 1
3052,FOFHAK_clean,8.1452,8.9029,10.4452,2 2 2
3053,FOFHEO_clean,18.9522,15.9644,9.0028,1 1 2
3054,FOFHUE_clean,9.5286,10.1451,12.5796,2 2 1
3055,FOFMOE_clean,9.1427,24.503,24.588,2 1 1
3056,FOFTIF_clean,16.4918,16.8382,18.4883,1 1 1
3057,FOFTOL_clean,16.611,16.723,19.288,1 1 1
3058,FOFTUR_clean,16.3187,17.0365,18.9426,1 1 1
3059,FOGFAK_clean,8.0769,10.8723,12.909,2 2 1
3060,FOHCAH_clean,7.3332,7.7088,12.07,2 2 1
3061,FOHCIP_clean,7.767,15.3043,16.244,2 1 1
3062,FOHQUO_clean,6.88,14.36,15.8,2 1 1
3063,FOHRUR_clean,10.125,10.7664,13.2928,2 2 1
3064,FOHSAW01_clean,6.7745,14.22,15.629000000000001,2 1 1
3065,FOJKIA_clean,7.1722,12.8109,17.3162,2 1 1
3066,FOJLOH_clean,36.991,8.394,36.94,1 2 1
3067,FOJPEB_clean,13.529000000000002,32.896,39.785,1 1 1
3068,FOJVUX_clean,7.6033,9.352,15.193,2 2 1
3069,FOKGET_clean,11.4884,13.6513,12.7991,2 1 1
3070,FOKWIN_clean,10.3163,10.3163,33.095,2 2 1
3071,FOKYEL_clean,13.392000000000001,13.872,22.211,1 1 1
3072,FOKYIP_clean,24.8718,13.7591,13.6832,1 1 1
3073,FOKYUB_clean,14.833,8.4766,17.326,1 2 1
3074,FOKZIQ_clean,7.8927,10.325999999999999,12.799000000000001,2 2 1
3075,FOLLEZ_clean,17.6167,9.1946,10.7005,1 2 2
3076,FOMWOV_clean,38.596,15.279000000000002,23.6,1 1 1
3077,FONKEA_clean,29.778000000000002,6.6754,19.4782,1 2 1
3078,FONPUV_clean,6.5716,20.2193,27.935,2 1 1
3079,FONQIJ_clean,10.8281,10.8281,19.043,2 2 1
3080,FOPBAP_clean,16.646,29.783,17.274,1 1 1
3081,FOPFAS_clean,47.005,47.005,47.005,1 1 1
3082,FOPTOU_clean,23.7886,33.5635,20.5333,1 1 1
3083,FOQNIK_clean,15.418,34.135,10.1886,1 1 2
3084,FOQNOQ01_clean,15.3086,32.446999999999996,10.0075,1 1 2
3085,FOQNOQ02_clean,15.317,32.467,10.015,1 1 2
3086,FOQNOQ_clean,15.331,32.5,10.05,1 1 2
3087,FOQNUW01_clean,15.3248,32.715,10.0565,1 1 2
3088,FOQNUW02_clean,15.319,32.72,10.0665,1 1 2
3089,FOQNUW_clean,15.286,32.626,10.052999999999999,1 1 2
3090,FOQPAE01_clean,15.337,32.832,10.1057,1 1 2
3091,FOQPAE02_clean,15.3332,32.852,10.1075,1 1 2
3092,FOQPAE_clean,15.347999999999999,32.866,10.1122,1 1 2
3093,FOQSUA_charged,7.2158,9.8974,10.8116,2 2 2
3094,FOQTAH_clean,8.0135,17.658,13.8841,2 1 1
3095,FOQTEL_clean,8.2335,17.8751,14.2061,2 1 1
3096,FORKUU_clean,19.739,19.739,7.4768,1 1 2
3097,FORPIM_clean,30.863000000000003,15.7425,22.191999999999997,1 1 1
3098,FORPOS_clean,30.753,15.7285,22.119,1 1 1
3099,FORPUY_clean,30.514,15.6715,22.003,1 1 1
3100,FORQAF_clean,30.846,15.773,22.189,1 1 1
3101,FORQEJ_clean,30.726999999999997,15.769,22.11,1 1 1
3102,FORQIN_clean,30.573,15.732999999999999,22.013,1 1 1
3103,FORTIR_clean,17.515,26.6822,26.6822,1 1 1
3104,FORTUD_clean,33.003,34.597,34.597,1 1 1
3105,FORWAL_charged,15.6019,15.6019,15.6019,1 1 1
3106,FORWAL_clean,15.6019,15.6019,15.6019,1 1 1
3107,FORXAM_clean,39.931,39.931,39.931,1 1 1
3108,FORXIU_clean,46.626999999999995,46.626999999999995,46.626999999999995,1 1 1
3109,FOSTOY_clean,45.597,45.597,40.718,1 1 1
3110,FOSTUE_clean,44.1252,44.1252,42.2961,1 1 1
3111,FOTNIN_clean,39.2929,39.2929,39.2929,1 1 1
3112,FOVPEN_clean,30.0954,15.5048,35.4843,1 1 1
3113,FOVPOX_clean,24.541999999999998,12.640999999999998,15.446,1 1 1
3114,FOVPUD_clean,24.641,12.468,15.427,1 1 1
3115,FOWTOC_clean,16.4374,18.1041,18.1041,1 1 1
3116,FOXHUX_clean,16.4174,18.1798,18.1798,1 1 1
3117,FOXKIO_clean,6.7567,16.230999999999998,16.3562,2 1 1
3118,FOXNIQ_clean,11.9248,16.1606,17.5254,2 1 1
3119,FOXPUE_clean,9.026,12.942,18.457,2 1 1
3120,FOXQIT_charged,9.333,12.2631,20.4796,2 1 1
3121,FUBDAI_clean,27.908,13.845,44.236000000000004,1 1 1
3122,FUBDEM_clean,13.8844,28.3579,44.8125,1 1 1
3123,FUBDIQ_clean,13.8163,27.5814,44.236000000000004,1 1 1
3124,FUBNOH_clean,16.8446,15.1638,8.3702,1 1 2
3125,FUDGES_clean,10.289000000000001,15.763,24.796,2 1 1
3126,FUDHAP_clean,10.117,16.767,22.415,2 1 1
3127,FUDHET_clean,21.818,14.704,26.281999999999996,1 1 1
3128,FUDQIF_clean,7.1409,7.1409,7.6068,2 2 2
3129,FUFQUT_clean,8.968,15.964,19.737000000000002,2 1 1
3130,FUFREE_clean,7.785,10.238,15.850999999999999,2 2 1
3131,FUFTUX_clean,14.37,28.430999999999997,17.883,1 1 1
3132,FUHJOJ_clean,11.6164,16.3416,24.198,2 1 1
3133,FUHMOM_clean,11.1577,17.4945,13.0419,2 1 1
3134,FUHNED_clean,12.821,11.0944,19.2042,1 2 1
3135,FUHNIH_clean,15.1153,14.8786,21.8613,1 1 1
3136,FUJKUS_clean,6.6374,9.5714,19.89,2 2 1
3137,FULQOT_clean,10.8038,17.5387,17.7283,2 1 1
3138,FULQUZ_clean,11.227,17.434,17.98,2 1 1
3139,FUMHEC_clean,10.744000000000002,11.970999999999998,13.304,2 2 1
3140,FUMHOL_clean,9.905,10.333,13.562000000000001,2 2 1
3141,FUMJAA_clean,10.241,13.769,13.325999999999999,2 1 1
3142,FUNBAS_clean,11.520999999999999,14.008,15.700999999999999,2 1 1
3143,FUNBEW_clean,11.2038,13.975,15.847999999999999,2 1 1
3144,FUNBIA_clean,11.6268,15.654000000000002,15.9467,2 1 1
3145,FUNBOG_clean,11.710999999999999,15.6181,16.0362,2 1 1
3146,FUNCAT_clean,11.5857,15.674000000000001,18.118,2 1 1
3147,FUNCEX_clean,11.6151,15.648,18.163,2 1 1
3148,FUNFOL_clean,10.051,17.77,17.9534,2 1 1
3149,FUNGAY_clean,28.6457,12.544,21.6016,1 1 1
3150,FUNLAD_clean,15.084000000000001,27.43,15.799000000000001,1 1 1
3151,FUNQEM_clean,23.068,19.934,22.714000000000002,1 1 1
3152,FUQJUX_clean,25.6477,25.6477,25.6477,1 1 1
3153,FURFIJ01_clean,10.1,30.1381,12.6679,2 1 1
3154,FURFIJ_clean,10.1,30.1381,12.6679,2 1 1
3155,FURFOP_clean,9.1337,14.4635,18.0343,2 1 1
3156,FURQOZ01_ion_b,34.5383,34.5383,8.5169,1 1 2
3157,FURQOZ_ion_b,19.8145,19.8145,19.8145,1 1 1
3158,FURQUF_ion_b,34.091,34.091,8.5082,1 1 2
3159,FURRAM_clean,33.786,33.786,8.417,1 1 2
3160,FURREQ_clean,33.4968,33.4968,8.5164,1 1 2
3161,FURRIU_clean,34.6711,34.6711,8.4273,1 1 2
3162,FURROA_clean,34.638000000000005,34.638000000000005,8.3954,1 1 2
3163,FURRUG01_ion_b,34.565,34.565,8.3337,1 1 2
3164,FURRUG_ion_b,34.696999999999996,34.696999999999996,8.4057,1 1 2
3165,FURSAN_ion_b,34.769,34.769,8.3167,1 1 2
3166,FURSES_clean,10.015,6.6124,12.4721,2 2 1
3167,FUSGOR_clean,10.1792,6.7279,12.8158,2 2 1
3168,FUSMEM_clean,33.453,33.453,8.4275,1 1 2
3169,FUSMIQ_clean,34.0297,34.0297,8.3643,1 1 2
3170,FUSMOW_clean,34.1447,34.1447,8.3594,1 1 2
3171,FUSMUC_clean,33.856,33.856,8.4224,1 1 2
3172,FUSNAJ_clean,34.471,34.471,8.463,1 1 2
3173,FUSNEN_clean,34.533,34.533,8.472999999999999,1 1 2
3174,FUSNIR_clean,34.5619,34.5619,8.3343,1 1 2
3175,FUSQUH_clean,38.226,13.456,33.945,1 1 1
3176,FUSWIA_clean,12.0495,14.8817,15.9221,1 1 1
3177,FUSYUO_clean,7.9535,26.698,26.698,2 1 1
3178,FUTCAZ_clean,12.793,14.74,15.183,1 1 1
3179,FUTDII_clean,16.5413,16.595643,16.5957,1 1 1
3180,FUTJOV_clean,6.72,9.494,10.682,2 2 2
3181,FUTKEL_clean5b,15.2904,15.2904,17.6676,1 1 1
3182,FUTKEL_manual,15.2904,15.2904,17.667373,1 1 1
