,STRUCTURE_NAME,a,b,c,UnitCell
408,ATIBIO_clean,10.2438,11.687999999999999,14.899000000000001,2 2 1
409,ATIBOU01_clean,10.25,11.683,15.154000000000002,2 2 1
410,ATIBOU02_clean,11.6976,10.2455,15.1724,2 2 1
411,ATIBOU_clean,10.0946,11.7047,14.7098,2 2 1
412,ATIBUA_clean,10.005,11.519,14.960999999999999,2 2 1
413,ATICAH_clean,10.1617,11.6548,15.2943,2 2 1
414,ATICEL_clean,10.1956,11.8341,14.8738,2 2 1
415,ATIJUJ_clean5b,6.2631,23.9283,23.9283,2 1 1
416,ATIJUJ_manual,6.263099,23.9283,23.9283,2 1 1
417,ATIRUS_clean,26.2911,13.5761,6.7620000000000005,1 1 2
418,ATIXAE_clean,8.3219,15.4318,28.647,2 1 1
419,ATIXUX_clean,8.104,27.0656,20.4233,2 1 1
420,ATOGEV_clean,9.9144,14.4414,14.9785,2 1 1
421,ATOTIM_clean,6.8606,21.2033,21.2033,2 1 1
422,ATOTIM_manual,6.8606,21.2033,21.2033,2 1 1
423,ATOWIQ_clean,13.8224,13.8224,14.376,1 1 1
424,ATOWOW_clean,14.0599,14.0599,14.35,1 1 1
425,ATOXEN_clean,10.925,10.946,13.972000000000001,2 2 1
426,ATULIM_clean,15.9827,16.3994,6.2418,1 1 2
427,ATUXIY_clean,23.0599,11.005,20.9497,1 2 1
428,ATUXOE_clean,11.072000000000001,12.675999999999998,16.022000000000002,2 1 1
429,ATUXUK_clean,11.0252,12.6045,16.008,2 1 1
430,ATUYAR_clean,11.003,12.485999999999999,15.925,2 1 1
431,ATUZEW_clean,18.6923,18.6923,38.2023,1 1 1
432,AVAGIP_clean,31.37,31.37,7.8467,1 1 2
433,AVAGOV_clean,31.065,31.065,8.0003,1 1 2
434,AVAGUB_clean,22.8131,22.8131,7.7879,1 1 2
435,AVAJUE_clean,60.91,60.91,60.91,1 1 1
436,AVAKAL_clean,35.49,35.49,35.49,1 1 1
437,AVAKEP_clean,35.4,35.4,35.4,1 1 1
438,AVALEO_clean,15.458,14.22,14.245,1 1 1
439,AVAQIX01_clean,12.2463,15.4577,18.8454,1 1 1
440,AVAQIX_clean,12.3397,15.505,18.9437,1 1 1
441,AVEHAM_clean,12.655999999999999,9.2408,25.544,1 2 1
442,AVELOD_clean,13.7561,13.7561,25.5306,1 1 1
443,AVELUJ_clean,13.7495,13.7495,25.533,1 1 1
444,AVEMAQ_clean,13.7327,13.7327,25.465999999999998,1 1 1
445,AVEMOE_clean,6.9008,10.3551,16.6597,2 2 1
446,AVEQID_clean,12.4957,15.3163,24.254,1 1 1
447,AVEROJ_clean,11.152999999999999,11.4544,11.4544,2 2 2
448,AVESAW_clean,10.3417,13.4148,17.567678,2 1 1
449,AVESOL_clean,16.1475,12.515999999999998,19.8687,1 1 1
450,AVESUR_clean,29.218000000000004,11.1912,22.9833,1 2 1
451,AVETAY_clean,28.166,28.166,9.7199,1 1 2
452,AVETEC_clean,29.22,29.22,9.3882,1 1 2
453,AVETOM_clean,11.8454,28.3935,34.5364,2 1 1
454,AVEVEE_clean,9.8669,10.425,12.4397,2 2 1
455,AVIHIY_clean,10.255,10.255,14.494000000000002,2 2 1
456,AVIHOE_clean,10.2,10.2,14.4386,2 2 1
457,AVILEY_clean,38.3207,38.3207,38.3207,1 1 1
458,AVIMIC_clean,23.482,16.7231,7.7066,1 1 2
459,AVIMOI_clean,9.3243,14.4535,26.939,2 1 1
460,AVIMUO_clean,8.6801,13.9279,28.708000000000002,2 1 1
461,AVIPAX_clean,11.1929,12.3475,28.6734,2 1 1
462,AVIPOL_clean,13.7442,14.2887,14.1178,1 1 1
463,AVITUU_clean,22.522,22.522,33.6,1 1 1
464,AVIVAC_clean,22.543000000000003,22.543000000000003,35.5167,1 1 1
465,AVIVEG_clean,22.636,22.636,35.393,1 1 1
466,AVIVIK_clean,22.975,22.975,34.298,1 1 1
467,AVIVOQ_clean,23.166,23.166,34.931,1 1 1
468,AVIVUW_clean,22.963,22.963,34.546,1 1 1
469,AVOSIO_charged,13.7461,24.401999999999997,24.401999999999997,1 1 1
470,AVUBUP_clean,30.41,17.909000000000002,10.567,1 1 2
471,AVUCEA_clean,32.8195,32.8195,19.0793,1 1 1
472,AVUDAX_clean,13.2012,16.764,23.0355,1 1 1
473,AVUHIJ_clean,17.519000000000002,10.08,22.930999999999997,1 2 1
474,AVUJIL_clean,8.619,17.959,8.135,2 1 2
475,AVUPIR_clean_h,9.5728,11.9464,11.9464,2 2 2
476,AVUPIR_SL,11.9464,11.9464,11.9464,2 2 2
477,AWAGEL_clean,9.2663,14.9127,27.2481,2 1 1
478,AWAGOV_clean,22.465999999999998,22.465999999999998,13.387,1 1 1
479,AWAHAI_clean,22.8642,22.8642,22.8642,1 1 1
480,AWAHEM_clean,12.7708,14.5298,18.8587,1 1 1
481,AWAJIT_clean,9.1422,25.938000000000002,20.301,2 1 1
482,AWAKEQ_clean,10.107999999999999,13.6695,28.8626,2 1 1
483,AWAREV_clean,18.5059,18.5059,9.9168,1 1 2
484,AWARIZ_clean,18.5486,18.5486,9.8538,1 1 2
485,AWASAU_clean,15.289000000000001,8.168,28.995,1 2 1
486,AWASEY_clean,30.331999999999997,46.354,18.13,1 1 1
487,AWASOI_clean,15.095,25.0532,29.7588,1 1 1
488,AWAWUR_clean,20.2937,20.2937,20.2937,1 1 1
489,AWEBIO_charged,10.8346,13.8427,27.9882,2 1 1
490,AWEDOW_charged,9.9055,27.766,28.33,2 1 1
491,AWEDUC_charged,7.9114,14.2572,29.557,2 1 1
492,AWEGEP_clean,11.9563,20.5225,22.0556,2 1 1
493,AWEJES_clean,21.209,22.825,18.1999,1 1 1
494,AWEJIW_clean,7.1422,21.211,22.180999999999997,2 1 1
495,AWEVIJ_clean,38.531,20.84,38.688,1 1 1
496,AWEWOP_clean,23.941,18.794,19.897000000000002,1 1 1
497,AWEZOS01_clean,20.014,37.955999999999996,25.085,1 1 1
498,AWEZOS_clean,20.014,37.955999999999996,25.085,1 1 1
499,AWIBAK_clean,20.014,37.955999999999996,25.085,1 1 1
500,AWIBAL_clean,10.0669,10.3562,10.538,2 2 2
501,AWIBEO_clean,20.014,37.955999999999996,25.085,1 1 1
502,AWIBIS_clean,20.015,38.064,25.197,1 1 1
503,AWOFOI_clean,10.6994,12.1961,13.6773,2 1 1
504,AWOKED_clean,16.1703,15.1042,7.9858,1 1 2
505,AWUPAL_clean,23.4897,23.4895,31.9645,1 1 1
506,AWUPOZ_clean,23.4939,23.4954,31.9724,1 1 1
507,AXAFAG_clean,13.4487,17.921,19.9026,1 1 1
508,AXAQAT_clean,6.734,12.536,9.12,2 1 2
509,AXAWUT_clean,11.3106,12.6698,14.7397,2 1 1
510,AXIGAR_clean,23.9836,7.3271,22.6809,1 2 1
511,AXIMUP_clean,10.8304,16.7133,28.085,2 1 1
512,AXINAX01_clean,28.9352,28.9352,33.184,1 1 1
513,AXINAX_clean,32.989000000000004,39.08,27.682,1 1 1
514,AXINEA_clean,15.4237,25.4287,30.787,1 1 1
515,AXINIF_clean,17.551,21.148000000000003,25.355999999999998,1 1 1
516,AXIPEE01_clean,15.0135,14.9245,31.4557,1 1 1
517,AXIPEE02_clean,43.1076,14.6316,32.321,1 1 1
518,AXIPEE03_clean,14.4444,14.7116,30.772,1 1 1
519,AXIPEE_clean,14.2256,14.4645,30.4429,1 1 1
520,AXOCAT_clean,8.1015,12.9463,12.4223,2 1 1
521,AXOCEW_clean,7.292000000000001,18.82,20.5186,2 1 1
522,AXOHIE_clean,11.8103,23.221,45.467,2 1 1
523,AXUBAW_clean5b,18.1115,18.1115,18.1115,1 1 1
524,AXUBAW_manual,18.1115,18.1115,18.1115,1 1 1
525,AXUBOL_clean,18.7698,18.7698,18.7698,1 1 1
526,AXUDII04_clean,11.466,11.466,11.466,2 2 2
527,AXUHAD_clean,22.6129,22.6129,27.6947,1 1 1
528,AXUHEH_clean,12.7259,18.7486,36.7932,1 1 1
529,AXUHIL_clean,14.9971,20.3454,22.4622,1 1 1
530,AXUJOT_clean,13.9971,14.5785,14.7621,1 1 1
531,AXUPEO_clean,9.5121,9.8819,12.1172,2 2 1
532,AYAWEE_clean,8.8547,9.9689,12.9721,2 2 1
533,AYOQEM_clean,45.8487,45.8487,45.8487,1 1 1
534,AYOXUJ_clean,35.522,13.845999999999998,9.548,1 1 2
535,AYOYEU_clean,12.497,12.5646,15.1697,1 1 1
536,AYOYOE_clean,10.0524,12.5076,19.2083,2 1 1
537,AYUJIP_clean,47.898999999999994,47.898999999999994,14.1778,1 1 1
538,AYUPOZ_clean,10.8722,10.8722,8.9098,2 2 2
539,AYUWUM_clean,9.998,16.215999999999998,16.663,2 1 1
540,AZAFIS_clean,7.7834,10.1301,10.3277,2 2 2
541,AZAVOO_clean,11.8582,28.064,16.7331,2 1 1
542,AZAVUU_clean,11.54,16.778,28.468000000000004,2 1 1
543,AZAWAB_clean,12.6325,17.4726,27.9667,1 1 1
544,AZAWAZ_clean,5.585,11.359000000000002,14.624,3 2 1
545,AZEBUE_clean,17.2931,10.0521,17.6583,1 2 1
546,AZEWEH_clean,6.621,11.7941,12.2064,2 2 1
547,AZILEA_clean,10.1588,12.7919,23.0055,2 1 1
548,AZILEC_clean,14.595,13.344000000000001,21.324,1 1 1
549,AZIMIH_clean,19.587,19.16,17.0,1 1 1
550,AZIVAI_clean,13.636,13.636,19.467,1 1 1
551,AZIXUD_clean,11.2562,13.1744,20.3965,2 1 1
552,AZOBUN_clean,10.1457,10.8728,13.7552,2 2 1
553,AZOHEC_clean,14.3635,12.0029,16.9974,1 1 1
554,BABREE_clean,22.9056,24.2276,24.8145,1 1 1
555,BACGAQ_clean,10.312000000000001,13.919,14.174000000000001,2 1 1
556,BACMOH10_clean,7.465,9.622,16.049,2 2 1
557,BACMOH_clean,7.465,9.622,16.049,2 2 1
558,BADHIA_clean,8.8524,20.7005,34.194,2 1 1
559,BADHOG_clean,8.8639,20.659000000000002,34.061,2 1 1
560,BADHUM01_clean,8.887,32.455999999999996,10.6584,2 1 2
561,BADHUM_clean,8.8822,20.5861,33.922,2 1 1
562,BADJAU_clean,8.8824,61.248000000000005,33.689,2 1 1
563,BADJIC_clean,8.7509,34.339,11.0652,2 1 2
564,BADXAI_clean,31.1292,31.1292,12.052,1 1 1
565,BADYAJ_clean,30.621,19.8556,14.592,1 1 1
566,BAEDTA01_clean,8.9813,19.7126,19.7126,2 1 1
567,BAFCAP_clean,12.0432,15.9322,16.642,1 1 1
568,BAFHAU_clean,16.16,16.16,13.46,1 1 1
569,BAFKUR_clean,9.666,11.357999999999999,13.671,2 2 1
570,BAFVAH_clean,18.508,18.508,31.112,1 1 1
571,BAHGUN01_clean,4.9579,10.9881,12.781895,3 2 1
572,BAHGUN02_clean,4.941,10.96,12.755999999999998,3 2 1
573,BAHGUN03_clean,4.981,11.019,12.7785,3 2 1
574,BAHGUN04_clean,5.006,11.052,12.8251,3 2 1
575,BAHGUN_clean,4.9967,11.1001,12.732999999999999,3 2 1
576,BAHMAZ_clean,11.998,12.944,23.491,2 1 1
577,BAKFAV_clean,7.5121,8.9927,15.152999999999999,2 2 1
578,BAKGAX_clean,7.3246,13.224,22.7669,2 1 1
579,BAKGIF_clean,7.5423,12.5387,13.6887,2 1 1
580,BAKGIF_clean5b,7.5423,12.5387,13.6887,2 1 1
581,BAKGIF_manual,7.5423,12.5387,13.6887,2 1 1
582,BAKJEE_clean,9.287,16.667,28.241999999999997,2 1 1
583,BAKJII_clean,11.85,13.853,13.944,2 1 1
584,BAKJOO_clean,10.164,13.363,22.395,2 1 1
585,BAKLIK_clean,11.994000000000002,16.3509,16.3509,2 1 1
586,BAKYIY_clean,15.265,16.886,12.48,1 1 1
587,BAKYOE_clean,12.474,15.248,16.899,1 1 1
588,BALMUW01_clean,6.146,8.692,9.216000000000001,2 2 2
589,BALMUW_clean,6.187999,8.7339,9.312000000000001,2 2 2
590,BALPAH_clean,24.8446,24.8446,47.2409,1 1 1
591,BALPEL_clean,24.614,24.614,47.332,1 1 1
592,BALPIP_clean,24.605,24.605,46.81399999999999,1 1 1
593,BAMKIM_clean,9.6552,17.1958,20.8804,2 1 1
594,BAMKOS_clean,9.6691,17.4598,20.4487,2 1 1
595,BANMAG_clean,15.0841,15.0841,15.4276,1 1 1
596,BAPDAA_clean,26.888,26.888,7.2385,1 1 2
597,BAPVEW_clean,13.4938,8.7231,22.5819,1 2 1
598,BAQWEY_clean,14.3449,14.6994,20.0322,1 1 1
599,BAQWIC_clean,10.8625,14.4803,15.3077,2 1 1
600,BAQWOI_clean,24.973000000000003,19.3506,21.3833,1 1 1
601,BARZAW_clean,18.2791,18.4914,18.4914,1 1 1
602,BARZIE_clean,18.3364,18.5355,18.5355,1 1 1
603,BARZOK_clean,18.38,18.555544,18.5557,1 1 1
604,BARZOL_charged,18.797,18.883,31.934,1 1 1
605,BARZUR_clean,12.402999999999999,15.729000000000001,15.729000000000001,1 1 1
606,BASJUB_clean,13.0678,13.0678,25.914,1 1 1
607,BASSOF_clean,8.4517,17.748,25.326,2 1 1
608,BASSUL_clean,8.4759,17.765,25.285,2 1 1
609,BASTAS_clean,8.5525,17.827,25.287,2 1 1
610,BASTEW_clean,8.5955,17.822,25.363000000000003,2 1 1
611,BASTIA_clean,8.5112,25.339000000000002,17.774,2 1 1
612,BASTUM_clean,8.4884,17.805999999999997,25.37,2 1 1
613,BAWROI_clean,28.368000000000002,28.368000000000002,33.958,1 1 1
614,BAWRUO_clean,15.4974,15.4974,16.723,1 1 1
615,BAXFIR01_clean,8.0267,19.4307,8.9609,2 1 2
616,BAXFIR02_clean,8.0306,19.408,8.8862,2 1 2
617,BAXFUD_clean,8.1446,20.2603,8.8515,2 1 2
618,BAXGAK_clean,8.0112,19.4392,8.9648,2 1 2
619,BAXLOD_clean,12.2986,12.2986,5.2444,1 1 3
620,BAXREY_clean,20.892,32.349000000000004,21.162,1 1 1
621,BAXSIE_clean,8.3587,15.2253,15.2253,2 1 1
622,BAYCOU_clean,20.483,21.89,6.492999999999999,1 1 2
623,BAZDAJ_charged,13.3082,15.6219,16.4727,1 1 1
624,BAZDAJ_clean,13.3082,15.6219,16.4727,1 1 1
625,BAZFUF01_clean,27.418000000000003,27.418000000000003,27.418000000000003,1 1 1
626,BAZFUF_clean,27.4719,27.4719,27.4719,1 1 1
627,BAZGAM_clean,48.3033,48.3033,48.3033,1 1 1
628,BAZGEQ_clean,38.342,39.707,39.707,1 1 1
629,BAZJET_clean,13.814,20.791999999999998,20.791999999999998,1 1 1
630,BAZJIX_clean,15.904000000000002,20.0425,21.5043,1 1 1
631,BEDYEQ_clean,17.143,41.968,41.968,1 1 1
632,BEFGEA_clean5b,17.483,26.4797,26.4797,1 1 1
633,BEFGEA_manual,17.483,26.4797,26.4797,1 1 1
634,BEFKUU_clean,13.8665,13.8665,15.056,1 1 1
635,BEFLAB01_clean,20.1469,20.5147,10.0242,1 1 2
636,BEFLEF_clean,13.8257,14.4788,10.1658,1 1 2
637,BEFLIJ_clean,10.2203,14.145,14.600999999999999,2 1 1
638,BEFLUV_clean,14.6615,14.6615,9.6146,1 1 2
639,BEFMAC_clean,10.2233,14.6052,14.3041,2 1 1
640,BEFMOQ_clean,14.13,13.177999999999999,14.017999999999999,1 1 1
641,BEFMUW_clean,13.8201,13.187000000000001,13.8527,1 1 1
642,BEFNAD_clean,13.8078,13.249,13.842,1 1 1
643,BEFNEH_clean,12.9228,14.2262,14.1978,1 1 1
644,BEFNIL_clean,10.24,10.24,9.6523,2 2 2
645,BEFNOR_clean,8.91,14.974,14.712,2 1 1
646,BEFNUX_clean,8.9091,14.9748,14.7891,2 1 1
647,BEFPAF_clean,13.911,12.7722,18.634,1 1 1
648,BEGBOG_clean,11.0845,11.0845,11.0845,2 2 2
649,BEGDEY_clean,18.6992,18.6992,35.768,1 1 1
650,BEJZAS_clean,10.42,10.4523,11.6221,2 2 2
651,BEKSAM_clean,7.174028,10.176,11.940999999999999,2 2 2
652,BEKYOG_clean,11.737,11.737,12.312999999999999,2 2 1
653,BEKYUM_clean,18.302,14.67,12.298,1 1 1
654,BEKZEX01_clean,11.725999999999999,11.725999999999999,12.379000000000001,2 2 1
655,BEKZEX_clean,11.7276,11.7276,12.383,2 2 1
656,BELJIL_clean,13.325999999999999,15.4554,15.4554,1 1 1
657,BELTOD_clean,20.0594,24.9943,25.0645,1 1 1
658,BELTUJ_clean,19.535999999999998,24.875,24.9627,1 1 1
659,BELVAR_charged,14.6429,14.6429,32.2715,1 1 1
660,BELVEV_charged,14.7719,14.7719,23.1284,1 1 1
661,BELYIC_clean,8.5879,8.5879,20.8637,2 2 1
662,BENXOJ,9.1336,16.6912,20.4432,2 1 1
663,BENXUP_clean,9.005,11.165999999999999,16.672,2 2 1
664,BENZOL_clean,9.781,11.007,11.382,2 2 2
665,BENZUR_clean,9.809,11.058,11.698,2 2 2
666,BEPBAB_clean,9.493,11.242,11.27,2 2 2
667,BEPLUF_clean,10.1964,17.686,17.686,2 1 1
668,BEPMAM_clean,10.1716,17.5911,17.5911,2 1 1
669,BEPMEQ_clean,10.269,17.6015,17.6015,2 1 1
670,BEPMIU_clean,10.2652,17.5285,17.5285,2 1 1
671,BEPNER_clean,25.116999999999997,5.7802,21.993000000000002,1 3 1
672,BEPNIV_clean,10.1486,17.5806,17.5806,2 1 1
673,BEPNOB_clean,10.1716,17.5911,17.5911,2 1 1
674,BEPNUH_clean,10.1716,17.744,17.744,2 1 1
675,BEPPAP_clean,10.2448,17.4587,17.4587,2 1 1
676,BEPPIX_clean,10.3953,17.4542,17.4542,2 1 1
677,BEPPOD_clean,10.3433,17.7336,17.7336,2 1 1
678,BEPREV01_clean,29.151,29.151,23.07,1 1 1
679,BEPREV02_clean,29.05,29.05,24.502,1 1 1
680,BEPREV03_clean,29.105999999999998,29.105999999999998,23.416999999999998,1 1 1
681,BEPREV_clean,29.105999999999998,29.105999999999998,23.416999999999998,1 1 1
682,BEPRIZ_clean,18.899999,18.9,18.9,1 1 1
683,BEPROF_clean,18.7145,18.7145,18.7145,1 1 1
684,BEPVAV_clean,11.37,11.427399,12.1912,2 2 1
685,BEPVEZ_clean,11.4507,11.6026,13.2025,2 2 1
686,BEPVID_clean,11.4569,11.4723,13.1199,2 2 1
687,BEPVOJ01_clean,11.3571,11.4964,12.9352,2 2 1
688,BEPVOJ_clean,11.311999,11.5152,12.6953,2 2 1
689,BEPWEA_clean,12.743,13.9644,14.7971,1 1 1
690,BEPYIG_clean,5.7377,15.5918,15.5918,3 1 1
691,BEQFEK_clean,8.5387,31.3615,31.3615,2 1 1
692,BERFIP_clean,7.977,9.2821,15.8519,2 2 1
693,BERGAI_clean,12.7,12.7,25.364,1 1 1
694,BERQIA_clean,21.500999999999998,26.51,30.066999999999997,1 1 1
695,BETDAH_clean,13.3467,14.354001,16.0336,1 1 1
696,BETDEL_clean,13.6093,13.9077,15.9865,1 1 1
697,BETDIP_clean,13.0903,13.9533,15.9804,1 1 1
698,BETDOV_clean,28.747,14.4478,13.3233,1 1 1
699,BETDUB_clean,12.699000000000002,14.2602,15.9462,1 1 1
700,BETFAJ_clean,13.551501000000002,14.314,16.0843,1 1 1
701,BETFEN_clean,13.6347,14.3145,16.115076000000002,1 1 1
702,BETFIR_clean,28.666999999999998,14.9105,12.013,1 1 1
703,BETFOX_clean,33.657,14.2909,12.8304,1 1 1
704,BETFUD_clean,13.5097,14.5685,16.2487,1 1 1
705,BETGAK_clean,13.5095,14.5356,16.2525,1 1 1
706,BETGEO_clean,18.5564,18.5564,18.5564,1 1 1
707,BETGIS_clean,18.6483,18.6483,18.6483,1 1 1
708,BETGOY_clean,18.5015,18.5015,18.5015,1 1 1
709,BETGUE_clean,18.7976,18.7976,18.7976,1 1 1
710,BETHEP_clean,19.2945,19.2945,19.2945,1 1 1
711,BETHIT_clean,19.362000000000002,19.362000000000002,19.362000000000002,1 1 1
712,BETZOR_clean,15.251,21.5041,22.8079,1 1 1
713,BEVQID_clean,8.6084,9.0362,9.0362,2 2 2
714,BEVQUP_clean,9.1502,9.303873,9.303874,2 2 2
715,BEVRAW_clean,8.4288,9.006,9.006,2 2 2
716,BEVWAB_clean,27.96,26.62,6.101,1 1 2
717,BEWCUD_clean,30.701,30.701,28.956999999999997,1 1 1
718,BEWRUR_clean,24.5236,24.5236,24.5236,1 1 1
719,BEWSAY_clean,24.3656,24.3656,24.3656,1 1 1
720,BEWVEG_clean,15.277999999999999,15.56,18.174,1 1 1
721,BEWVOQ_clean,15.2933,15.5985,18.1942,1 1 1
722,BEWWEH_clean,14.5286,20.8778,22.756999999999998,1 1 1
723,BEXPAX_clean,8.524,17.2139,17.2139,2 1 1
724,BEXQIF_clean,13.9104,17.0365,20.815,1 1 1
725,BEXQOL_clean,13.8718,16.9489,20.772,1 1 1
726,BEXQUR_clean,13.8039,16.8679,20.7639,1 1 1
727,BEXRAY_clean,14.3759,16.9055,21.6345,1 1 1
728,BEXREC_clean,14.2228,16.705,21.601999999999997,1 1 1
729,BEXRIG_clean,14.1192,16.6545,21.5833,1 1 1
730,BEXRUT_clean,12.2315,12.4428,17.7483,1 1 1
731,BEXSAA_clean,12.5528,12.663,18.189,1 1 1
732,BEXSEE_clean,12.5175,17.86,12.3435,1 1 1
733,BEXSII_clean,11.6416,14.9517,16.6108,2 1 1
734,BEXTUV_clean,11.1865,11.186501,11.9247,2 2 2
735,BEXVAD01_clean,16.791,14.107000000000001,12.228,1 1 1
736,BEXVAD_clean,16.8167,14.2636,12.007,1 1 1
737,BEXVEH_clean,18.742,22.8595,29.669,1 1 1
738,BEXVIL_clean,14.3175,14.402000000000001,22.6162,1 1 1
739,BEYKEX_clean,11.4801,21.0566,14.7227,2 1 1
740,BEYSEF_clean,15.8189,15.8189,15.8189,1 1 1
741,BEZDUH_clean,7.5739,8.5028,15.4945,2 2 1
742,BEZSIK_clean,10.39,10.498,11.600999999999999,2 2 2
743,BIBBUL_clean,8.7076,15.686,19.368,2 1 1
744,BIBMAC_clean,16.4725,18.9713,19.232,1 1 1
745,BIBMEG_clean,16.994,18.914,18.948,1 1 1
746,BIBMIK_clean,12.568,13.59,25.68,1 1 1
747,BIBXIV_clean,32.4002,32.4002,32.4002,1 1 1
748,BIBXOB_clean,22.9539,22.9539,22.9539,1 1 1
749,BIBXUH_clean,17.9465,17.9465,17.9465,1 1 1
750,BIBYAO_clean,23.1853,23.1853,23.1853,1 1 1
751,BICDAU_clean,17.75,17.75,19.192,1 1 1
752,BICPOT_clean,21.759,13.8214,14.2237,1 1 1
753,BICPUA_clean,19.848,19.848,27.853,1 1 1
754,BIDPOV_clean,18.6777,18.6777,54.443000000000005,1 1 1
755,BIFGOO_clean,19.275,19.275,13.123,1 1 1
756,BIFKEI_clean,12.287,12.915999999999999,18.199,1 1 1
757,BIGZUO_clean,44.391000000000005,44.391000000000005,23.258000000000003,1 1 1
758,BIHBAX_clean,24.62,24.62,83.68,1 1 1
759,BIHBEB_clean,22.858,22.858,14.042,1 1 1
760,BIHMUC_clean,10.0406,11.2142,14.31,2 2 1
761,BIHRER_clean,12.3299,22.7467,26.7771,1 1 1
762,BIJDUV_clean,16.7622,34.4419,18.4473,1 1 1
763,BIJFAD_clean,16.9014,34.0597,18.3315,1 1 1
764,BIJJOV_clean,13.3382,21.4986,10.1527,1 1 2
765,BIMDEF_clean,8.5732,8.5732,14.3359,2 2 1
766,BIMDIL_clean,8.4671,8.4671,14.4437,2 2 1
767,BIMDOR_charged,7.8431,24.1958,24.1958,2 1 1
768,BINCUY_clean_b,22.249000000000002,22.249000000000002,22.249000000000002,1 1 1
769,BINCUY_manual,22.249000000000002,22.249000000000002,22.249000000000002,1 1 1
770,BINDAF_clean_b,22.039,22.039,22.039,1 1 1
771,BINDAF_manual,22.039,22.039,22.039,1 1 1
772,BINMIW_clean,12.295,30.7547,24.7649,1 1 1
773,BINROH_clean,32.99,32.99,32.99,1 1 1
774,BINRUN_clean,32.8643,32.8643,32.8643,1 1 1
775,BINSAU_clean,33.5118,33.5118,33.5118,1 1 1
776,BIPBAF_clean,23.375,18.692,32.329,1 1 1
777,BIPKIW_clean,23.6847,23.6847,23.6847,1 1 1
778,BIPLIX_clean,16.082,17.074,27.878,1 1 1
779,BIPSUQ_clean,33.7831,33.7831,43.456,1 1 1
780,BIQFOW_clean,11.390999999999998,12.414000000000001,12.845999999999998,2 1 1
781,BIQHEQ_clean,11.4998,15.8354,17.5204,2 1 1
782,BIQRIE_clean,23.4617,8.117,16.8976,1 2 1
783,BIQVII_clean,10.144,15.5263,18.028,2 1 1
784,BIRGIU_clean,16.342,16.809,19.303,1 1 1
785,BIRLIZ_clean,17.3226,9.282,29.8388,1 2 1
786,BIRMUM_clean,21.075,7.0239,31.99,1 2 1
787,BIRSEC_clean,13.110999999999999,13.847999999999999,19.977999999999998,1 1 1
788,BIRSIG_clean,12.988,13.722000000000001,19.73,1 1 1
789,BIVXEK_clean,6.716,11.927,13.137,2 2 1
790,BIWHAQ_clean,10.39,16.087,18.717,2 1 1
791,BIWSEG_ion_b,29.03,29.03,29.03,1 1 1
792,BIWSIK_ion_b,25.2317,25.2317,25.2317,1 1 1
793,BIWSOQ_clean,28.526,28.526,28.526,1 1 1
794,BIWYAH10_clean,12.787,15.302,16.9531,1 1 1
795,BIXXIR_clean,13.685,13.144,22.649,1 1 1
796,BIXYEO_clean,13.1554,13.7014,22.7273,1 1 1
797,BIYSUZ_clean,8.1241,30.3843,15.6616,2 1 1
798,BIYTAG_clean,8.1162,30.2842,15.6709,2 1 1
799,BIYTEJ,11.568,14.163,14.163,2 1 1
800,BIYTOU_clean,13.2579,11.437999999999999,28.745,1 2 1
801,BIYVEM_clean,8.0234,30.2439,15.328,2 1 1
802,BIYVIQ_clean,8.5085,16.0156,27.9393,2 1 1
803,BIYXUE_charged,24.05,24.1042,24.6219,1 1 1
804,BIYYAL_charged,23.9724,24.0928,24.5693,1 1 1
805,BIYYEP_charged,23.9061,24.0393,24.5496,1 1 1
806,BIZLUT_clean,24.0921,24.1914,24.3992,1 1 1
807,BIZMAA_clean,24.024,24.1876,24.399,1 1 1
808,BIZMEE_clean,24.03,24.1348,24.3922,1 1 1
809,BIZMII_clean,24.000999999999998,24.1423,24.3564,1 1 1
810,BOCKOT_clean,10.5454,17.5986,19.9964,2 1 1
811,BOCTEU01_clean,12.1491,12.284,12.216,1 1 1
812,BOCTOE01_clean,8.4258,9.271,12.824000000000002,2 2 1
813,BOCTOE02_clean,8.4377,9.3015,12.847999999999999,2 2 1
814,BOCTOE03_clean,8.464,9.324,12.882,2 2 1
815,BOCTOE04_clean,8.4529,9.3581,12.884,2 2 1
816,BOCTOE05_clean,8.502,9.431000000000001,12.93,2 2 1
817,BOCTOE_clean,8.4136,9.2474,12.8074,2 2 1
818,BODPAN_clean,52.5078,52.5078,52.5078,1 1 1
819,BOFCEG_clean,13.762,9.562999999999999,9.883,1 2 2
820,BOHGOU_clean,7.731,7.8455,7.8455,2 2 2
821,BOHJOZ_auto,17.9309,17.9309,17.9309,1 1 1
822,BOHWOM_clean,23.9651,29.2842,17.3545,1 1 1
823,BOHXIH_clean,17.8736,17.8736,17.8736,1 1 1
824,BOJCIN_clean,14.7031,20.8379,20.8379,1 1 1
825,BOJDAG_clean,19.1595,15.1428,6.617999999999999,1 1 2
826,BOJYIK01_clean,8.5466,10.1703,11.1921,2 2 2
827,BOJYIK_clean,8.579,10.184,11.107000000000001,2 2 2
828,BOKQEZ_clean,15.2429,15.2429,20.6894,1 1 1
829,BOLPAU_clean,22.5756,29.6302,28.208000000000002,1 1 1
830,BOLPEY_clean,14.597000000000001,17.6689,19.0829,1 1 1
