STRUCTURE_NAME,Volume [nm^3],x_box [A],y_box [A],z_box [A],UnitCell,unit vector a,unit vector b,unit vector c,Framework Mass [g/mol],Framework Density [kg/m^3]
WACKOB_clean,3.13753724928,17.08800,17.08800,10.74500,2 2 3,17.088000000000 0.000000000000 0.000000000000,0.000000000000 17.088000000000 0.000000000000,0.000000000000 0.000000000000 10.745000000000,4529.713349825322,2397.346657811622
WACLEU_clean,1.2539261789965581,9.04168,13.11720,9.92968,3 2 3,9.627100000000 0.000000000000 -3.630603738223,0.000000000000 13.117200000000 0.000000000000,0.000000000000 0.000000000000 9.929682132677,872.181496977300,1155.005116503361
WAFKAQ_clean,2.183493478734842,10.65112,11.86211,11.86211,3 3 3,14.354700040000 -6.451629905182 -6.451629983716,0.000000000000 12.823177472784 -4.870740602426,0.000000000000 0.000000000000 11.862114846312,1198.548683264957,911.491847263348
WAFKEU05_clean,1.1518035073317718,10.95540,10.95540,9.59670,3 3 3,10.955400000000 0.000000000000 0.000000000000,0.000000000000 10.955400000000 0.000000000000,0.000000000000 0.000000000000 9.596700000000,839.482520285971,1210.270003924348
WAFKEU06_clean,1.151531813568512,10.95040,10.95040,9.60320,3 3 3,10.950400000000 0.000000000000 0.000000000000,0.000000000000 10.950400000000 0.000000000000,0.000000000000 0.000000000000 9.603200000000,839.482520285971,1210.555556444958
WAFKEU07_clean,1.1510701432200898,10.94490,10.94490,9.60900,3 3 3,10.944900000000 0.000000000000 0.000000000000,0.000000000000 10.944900000000 0.000000000000,0.000000000000 0.000000000000 9.609000000000,839.482520285971,1211.041085158233
WAFKIY_clean,2.22834480567504,13.50040,17.06640,9.67150,2 2 3,13.500400000000 0.000000000000 0.000000000000,0.000000000000 17.066400000000 0.000000000000,0.000000000000 0.000000000000 9.671500000000,1310.761622501408,976.765548185092
WAGDAL_clean,5.276300358860653,21.23842,23.93670,10.22608,2 2 3,21.555400000000 0.000000000000 -1.773335910998,0.000000000000 23.936700000000 0.000000000000,0.000000000000 0.000000000000 10.226079084222,8428.706556307330,2652.652938795307
WAGLEY_clean,1.1367211414276368,8.81016,9.92955,12.80728,3 3 2,8.857000000000 0.018189532223 1.325432397303,0.000000000000 10.020983491700 1.742075075954,0.000000000000 0.000000000000 12.807281225534,1053.700716253448,1539.261285765183
WAGPOM_clean,2.333615180555536,10.06083,13.56626,16.03345,3 2 2,10.127400000000 1.602125592695 1.092133909681,0.000000000000 14.371574233369 5.605924707826,0.000000000000 0.000000000000 16.033448281125,2007.643006636697,1428.585565317210
WAGQAY_clean,49.6178198027248,30.66683,30.66683,45.69100,1 1 1,35.411000000000 -17.705500000000 0.000000000000,0.000000000000 30.666825573411 0.000000000000,0.000000000000 0.000000000000 45.691000000000,11703.832209355653,391.687234786335
WAGYUA_clean,18.128602815782394,22.51159,22.51159,28.89004,2 2 1,26.918000000000 13.459000000000 13.459024582740,0.000000000000 23.311671819070 7.770571465875,0.000000000000 0.000000000000 28.890038774376,4785.763599990011,438.365045307682
WAGZEL_clean,1.655438505560682,8.47767,10.17935,17.87700,3 3 2,9.097000000000 -3.961398001150 0.000000000000,0.000000000000 10.179354001397 0.000000000000,0.000000000000 0.000000000000 17.877000000000,1781.778227623594,1787.267687356096
WAHDIT_clean,6.158550357370943,30.85680,30.85680,6.46810,1 1 4,30.856800000000 0.000000000000 0.000000000000,0.000000000000 30.856800000000 0.000000000000,0.000000000000 0.000000000000 6.468100000000,5945.052294406769,1602.972939145737
WAHFUJ01_clean,2.344671103029593,10.67340,8.78100,24.76502,3 3 1,10.782000000000 0.000000000000 -3.541783950770,0.000000000000 8.781000000000 0.000000000000,0.000000000000 0.000000000000 24.765016766521,1827.426319153831,1294.216561657409
WAHGIY_clean,2.491503645366094,11.25765,10.35830,21.28264,3 3 2,11.301800000000 0.000000000000 -1.886695398566,0.000000000000 10.358300000000 0.000000000000,0.000000000000 0.000000000000 21.282636342404,1931.575732359113,1287.357661763155
WAHKUO_clean,9.551608028804024,21.21740,21.21740,21.21740,2 2 2,21.217400000000 0.000000000000 0.000000000000,0.000000000000 21.217400000000 0.000000000000,0.000000000000 0.000000000000 21.217400000000,3341.765142294891,580.962955938533
WAHMEY01_clean_h,1.514253989628291,7.01300,13.67454,13.67454,4 2 2,7.013000000000 0.000000000000 0.000000000000,0.000000000000 15.789999890000 -7.895000054893,0.000000000000 0.000000000000 13.674541094064,2286.201627292263,2507.060483386038
WAHMEY_clean,1.4784944665794202,13.57322,13.57322,6.95000,2 2 4,15.673000000000 -7.836500000000 0.000000000000,0.000000000000 13.573216153514 0.000000000000,0.000000000000 0.000000000000 6.950000000000,2262.011049198765,2540.528241644927
WAHMUP_clean,1.10712416030045,7.77283,9.98220,13.37252,4 3 2,8.212000110000 -3.395024356249 -0.069302950364,0.000000000000 10.081708431477 -1.892867714773,0.000000000000 0.000000000000 13.372519766874,619.596561511874,929.312286937329
WAHNEB_clean,9.579320738115939,21.23790,21.23790,21.23790,2 2 2,21.237900000000 0.000000000000 0.000000000000,0.000000000000 21.237900000000 0.000000000000,0.000000000000 0.000000000000 21.237900000000,2856.193636599411,495.110277048145
WAHNIF_clean,9.481014667124999,21.16500,21.16500,21.16500,2 2 2,21.165000000000 0.000000000000 0.000000000000,0.000000000000 21.165000000000 0.000000000000,0.000000000000 0.000000000000 21.165000000000,3471.835837379571,608.069712281943
WAHNOL_clean,9.512226678020964,21.18820,21.18820,21.18820,2 2 2,21.188200000000 0.000000000000 0.000000000000,0.000000000000 21.188200000000 0.000000000000,0.000000000000 0.000000000000 21.188200000000,2856.193636599411,498.602514965336
WAHNUQ_charged,6.336521331129002,13.31526,19.45761,19.45759,2 2 2,14.494500000000 -4.831424903829 4.831503330863,0.000000000000 22.467698660269 11.233827235608,0.000000000000 0.000000000000 19.457591086627,4968.390250422721,1302.008466340938
WAHREE_clean,2.667012851484867,7.19920,18.15596,19.54901,4 2 2,7.199200000000 0.000000000000 0.000000000000,0.000000000000 18.950299490000 -5.845650194143,0.000000000000 0.000000000000 19.549011031193,2581.168994843688,1607.090522176492
WAHROP_clean,5.274319179244964,12.26169,33.25700,12.84672,2 1 2,12.345000000000 0.000000000000 -1.500050977759,0.000000000000 33.257000000000 0.000000000000,0.000000000000 0.000000000000 12.846719544854,3315.190190143698,1043.736927949913
WAJGIY_clean,2.436974725696999,10.79900,10.79900,20.89700,3 3 2,10.799000000000 0.000000000000 0.000000000000,0.000000000000 10.799000000000 0.000000000000,0.000000000000 0.000000000000 20.897000000000,2113.241508985148,1439.949018583374
WAJHIA_clean,2.988596701183999,10.85600,16.59200,16.59200,3 2 2,10.856000000000 0.000000000000 0.000000000000,0.000000000000 16.592000000000 0.000000000000,0.000000000000 0.000000000000 16.592000000000,2956.541638447095,1642.728135868442
WAJHOG,2.983343818376592,10.78330,16.63320,16.63320,3 2 2,10.783300000000 0.000000000000 0.000000000000,0.000000000000 16.633200000000 0.000000000000,0.000000000000 0.000000000000 16.633200000000,2363.720364282075,1315.654327150436
WAJHOG_clean,2.983343818376592,10.78330,16.63320,16.63320,3 2 2,10.783300000000 0.000000000000 0.000000000000,0.000000000000 16.633200000000 0.000000000000,0.000000000000 0.000000000000 16.633200000000,2235.725124865032,1244.411766846634
WAJJAU,3.0111561902366204,11.28110,16.33770,16.33770,3 2 2,11.281100000000 0.000000000000 0.000000000000,0.000000000000 16.337700000000 0.000000000000,0.000000000000 0.000000000000 16.337700000000,2235.725124865032,1232.917828764394
WAJLEA_charged,4.117794794770867,13.87641,13.87641,18.52000,2 2 2,16.023100000000 -8.011550000000 0.000000000000,0.000000000000 13.876411647378 0.000000000000,0.000000000000 0.000000000000 18.520000000000,2885.999916000583,1163.806081816503
WAKSOT_clean,1.849264281446626,10.06249,10.86636,15.63671,3 3 2,10.192000000000 -0.413319026023 -2.245742636578,0.000000000000 11.603641169164 -5.857060981041,0.000000000000 0.000000000000 15.636706196467,2055.539699080718,1845.762830589941
WAKTOS_clean,1.206982357035806,12.13621,11.83915,7.92836,2 3 4,12.547000000000 3.013920410535 1.111585291097,0.000000000000 12.133271931304 1.778191419126,0.000000000000 0.000000000000 7.928355089018,2058.389535407389,2831.885253576781
WALBOC01_clean,3.011981553500868,12.96390,13.80340,16.83180,2 2 2,12.963900000000 0.000000000000 0.000000000000,0.000000000000 13.803400000000 0.000000000000,0.000000000000 0.000000000000 16.831800000000,3079.846091863559,1697.953196934161
WALBOC02_clean,3.006541986026733,12.95910,13.79710,16.81530,2 2 2,12.959100000000 0.000000000000 0.000000000000,0.000000000000 13.797100000000 0.000000000000,0.000000000000 0.000000000000 16.815300000000,3079.846091863559,1701.025208243358
WALBOC_clean,3.0022224325359748,12.93050,13.79610,16.82950,2 2 2,12.930500000000 0.000000000000 0.000000000000,0.000000000000 13.796100000000 0.000000000000,0.000000000000 0.000000000000 16.829500000000,3079.846091863559,1703.472618300823
WALCET_clean,3.021866528629661,13.00940,13.80330,16.82810,2 2 2,13.009400000000 0.000000000000 0.000000000000,0.000000000000 13.803300000000 0.000000000000,0.000000000000 0.000000000000 16.828100000000,3079.846091863559,1692.398939337894
WALCIX,2.98834797160954,12.87320,13.81070,16.80850,2 2 2,12.873200000000 0.000000000000 0.000000000000,0.000000000000 13.810700000000 0.000000000000,0.000000000000 0.000000000000 16.808500000000,3079.846091863559,1711.381591588540
WALKAY_clean,3.104444812665,7.36100,15.64500,26.95700,4 2 1,7.361000000000 0.000000000000 0.000000000000,0.000000000000 15.645000000000 0.000000000000,0.000000000000 0.000000000000 26.957000000000,2180.336943614514,1166.242001596398
WALMOO_clean,1.7679652081282429,10.46644,11.06080,14.79831,3 3 2,10.640000000000 -0.486710795055 -2.516889314706,0.000000000000 11.228456421164 -2.586350019241,0.000000000000 0.000000000000 14.798306854350,1812.385865714892,1702.260261650674
WAMREJ_clean,8.159471894029334,16.24361,18.44063,18.44063,2 2 2,22.426100000000 -10.660542461114 -10.660542461114,0.000000000000 19.730250775010 -7.016128516255,0.000000000000 0.000000000000 18.440627329030,2826.339428412390,575.189931001026
WAMRIN01_clean,5.83073424544,14.97400,19.70600,19.76000,2 2 2,14.974000000000 0.000000000000 0.000000000000,0.000000000000 19.706000000000 0.000000000000,0.000000000000 0.000000000000 19.760000000000,3309.925058681152,942.635783267955
WAMRIN02_clean,2.8515721684930324,13.38900,14.47909,14.70441,2 2 2,13.389000000000 0.000000000000 0.000000000000,0.000000000000 14.483999850000 -0.382968435153,0.000000000000 0.000000000000 14.704413743420,1654.962529340572,963.724292726250
WAMRIN_clean,2.888736748464,12.84700,14.84400,15.14800,2 2 2,12.847000000000 0.000000000000 0.000000000000,0.000000000000 14.844000000000 0.000000000000,0.000000000000 0.000000000000 15.148000000000,1650.930766324989,949.008065228565
WANBIY_clean,17.801092090443912,21.29480,30.15610,25.76709,2 1 1,22.909000000000 0.000000000000 -10.221164827218,0.000000000000 30.156100000000 0.000000000000,0.000000000000 0.000000000000 25.767087954692,35574.647940500508,3318.508791171663
WANBOE_clean,7.946773153387328,16.53118,17.01585,26.23099,2 2 1,17.787900000000 5.762838073648 5.080162417069,0.000000000000 17.031444370250 -1.123280200886,0.000000000000 0.000000000000 26.230988456528,16153.861262799639,3375.472244541224
WANHAX_clean,11.564858919110181,16.06503,16.06503,38.80680,2 2 1,18.550300000000 -9.275150000000 0.000000000000,0.000000000000 16.065031047822 0.000000000000,0.000000000000 0.000000000000 38.806800000000,7717.512644806666,1108.118024636557
WANHEB_clean,11.51646254263382,16.12132,16.12132,38.37500,2 2 1,18.615300000000 -9.307650000000 0.000000000000,0.000000000000 16.121322699068 0.000000000000,0.000000000000 0.000000000000 38.375000000000,5810.111654668848,837.749905704325
WANHIF_clean,11.535298260011048,16.06910,16.06910,38.68800,2 2 1,18.555000000000 -9.277500000000 0.000000000000,0.000000000000 16.069101367220 0.000000000000,0.000000000000 0.000000000000 38.688000000000,5160.726870482640,742.901191914862
WANHOL_clean,11.66382653447285,16.20030,16.20030,38.48800,2 2 1,18.706500000000 -9.353250000000 0.000000000000,0.000000000000 16.200304215894 0.000000000000,0.000000000000 0.000000000000 38.488000000000,5917.241120683131,842.417195350754
WANHUR_clean,11.599140315631136,16.12245,16.12245,38.64510,2 2 1,18.616600000000 -9.308300000000 0.000000000000,0.000000000000 16.122448532093 0.000000000000,0.000000000000 0.000000000000 38.645100000000,5774.542698467383,826.686419766414
WANJIF_clean,1.56628816156549,7.81990,10.49710,19.08100,4 3 2,7.819900000000 0.000000000000 0.000000000000,0.000000000000 10.497100000000 0.000000000000,0.000000000000 0.000000000000 19.081000000000,1230.997690625941,1305.072328289144
WANKOO_clean,7.857135297526119,16.13259,25.48520,19.11049,2 1 2,16.132600000000 0.000000000000 -0.019678924178,0.000000000000 25.485200000000 0.000000000000,0.000000000000 0.000000000000 19.110489867870,9803.834895340608,2071.957131653022
WANNEH_clean,3.692592522733813,23.98591,9.90640,13.49315,2 3 2,27.625000000000 0.000000000000 -7.709469408541,0.000000000000 9.906400000000 0.000000000000,0.000000000000 0.000000000000 13.493146613328,3098.210945272609,1393.248571700212
WANNIL_clean,3.650642676552714,24.00393,9.77600,13.54280,1 3 2,27.574000000000 0.000000000000 -7.655906463168,0.000000000000 9.776000000000 0.000000000000,0.000000000000 0.000000000000 13.542796802257,3098.210945272609,1409.258509799673
WANRIM01_clean,0.913050563265208,9.28865,9.25892,9.82061,3 3 3,9.645500000000 0.175822173154 2.794213247704,0.000000000000 9.638996572436 2.842626457327,0.000000000000 0.000000000000 9.820605319453,1007.622169602437,1832.533379686923
WANRIM_clean,0.918666536904754,9.30829,9.27466,9.84101,3 3 3,9.668000000000 0.172922992847 2.807594018993,0.000000000000 9.655651685854 2.849573790861,0.000000000000 0.000000000000 9.841009807685,1009.638051110228,1824.974587064366
WAPSUE_clean,6.4918947781097955,14.56379,16.25600,26.42102,2 2 1,15.115000000000 0.000000000000 -7.337627813804,0.000000000000 16.256000000000 0.000000000000,0.000000000000 0.000000000000 26.421023051087,12109.570154292109,3097.463975067252
WAPTAL_clean,6.455289231686255,14.54093,16.18480,26.43449,2 2 1,15.088200000000 0.000000000000 -7.320500058092,0.000000000000 16.184800000000 0.000000000000,0.000000000000 0.000000000000 26.434490032143,12270.528634975388,3156.433006235445
WAPTEP_clean,6.381890500370005,14.46380,16.10100,26.44556,2 2 1,14.988000000000 0.000000000000 -7.184109131564,0.000000000000 16.101000000000 0.000000000000,0.000000000000 0.000000000000 26.445562803347,12319.570372207229,3205.495879066514
WAPTIT_clean,6.309039266155569,14.42142,16.02480,26.36174,2 2 1,14.934700000000 0.000000000000 -7.095670938890,0.000000000000 16.024800000000 0.000000000000,0.000000000000 0.000000000000 26.361742239977,12332.354547791310,3245.874919195878
WAQDOJ_charged,4.9844589822508185,15.81744,15.81744,15.81744,2 2 2,18.883200000000 8.836478291097 8.836478291097,0.000000000000 16.688076391573 5.319824537851,0.000000000000 0.000000000000 15.817438494821,2081.603039038413,693.471943953748
WAQFAX_clean,17.87312516140432,22.04660,22.04660,36.77200,2 2 1,22.046600000000 0.000000000000 0.000000000000,0.000000000000 22.046600000000 0.000000000000,0.000000000000 0.000000000000 36.772000000000,8824.742238814450,819.880469057976
WAQFAY_clean,3.1416774016985403,12.64136,14.19150,13.98090,2 2 2,14.915000000000 -4.671832494656 -6.059875040047,0.000000000000 15.066184067370 -4.983716972665,0.000000000000 0.000000000000 13.980897812207,2944.470597661612,1556.304748049250
WAQFIG_clean,3.122069237471228,10.09096,16.14700,18.87106,3 2 2,10.246000000000 0.000000000000 -3.320685691537,0.000000000000 16.147000000000 0.000000000000,0.000000000000 0.000000000000 18.871061643109,1250.410592747193,665.057388425543
WAQKUX_clean,15.533599604767964,24.79350,33.56310,18.66690,1 1 2,24.793500000000 0.000000000000 0.000000000000,0.000000000000 33.563100000000 0.000000000000,0.000000000000 0.000000000000 18.666900000000,6508.899800051804,695.800101800091
WAQQUB_clean,5.453541822614858,17.60190,17.60190,17.60190,2 2 2,17.601900000000 0.000000000000 0.000000000000,0.000000000000 17.601900000000 0.000000000000,0.000000000000 0.000000000000 17.601900000000,6086.360653539271,1853.224546306796
WAQTEQ_clean,15.754634788505683,19.19805,19.19805,37.01900,2 2 1,22.168000000000 -11.084000000000 0.000000000000,0.000000000000 19.198051151093 0.000000000000,0.000000000000 0.000000000000 37.019000000000,7542.188471857207,794.946770258975
WARFAY01_clean,4.267398199447554,14.93440,14.93440,19.13320,2 2 2,14.934400000000 0.000000000000 0.000000000000,0.000000000000 14.934400000000 0.000000000000,0.000000000000 0.000000000000 19.133200000000,3283.624750285596,1277.730787477961
WARFAY02_clean,4.248191464084799,14.89200,14.89200,19.15570,2 2 2,14.892000000000 0.000000000000 0.000000000000,0.000000000000 14.892000000000 0.000000000000,0.000000000000 0.000000000000 19.155700000000,2845.949123475714,1112.428376582466
WARFAY03_clean,4.278819374639864,14.93670,14.93670,19.17850,2 2 2,14.936700000000 0.000000000000 0.000000000000,0.000000000000 14.936700000000 0.000000000000,0.000000000000 0.000000000000 19.178500000000,2813.695019351050,1091.948300622519
WARFAY04_clean,4.306540129259936,14.97560,14.97560,19.20260,2 2 2,14.975600000000 0.000000000000 0.000000000000,0.000000000000 14.975600000000 0.000000000000,0.000000000000 0.000000000000 19.202600000000,2813.695019351050,1084.919542038871
