STRUCTURE_NAME,Volume [nm^3],x_box [A],y_box [A],z_box [A],UnitCell,unit vector a,unit vector b,unit vector c,Framework Mass [g/mol],Framework Density [kg/m^3]
LAVTUZ_clean,1.512046592,10.24000,10.24000,14.42000,3 3 2,10.240000000000 0.000000000000 0.000000000000,0.000000000000 10.240000000000 0.000000000000,0.000000000000 0.000000000000 14.420000000000,1520.618281933001,1669.952208527327
LAVZOA_clean,3.1858132461568522,14.25095,14.45342,15.13758,2 2 2,14.389300000000 -1.613686387412 -1.037849548027,0.000000000000 14.625949963441 -2.345914249505,0.000000000000 0.000000000000 15.137583896039,4612.750044407560,2404.299779547185
LAVZUG_clean,5.4810654093873294,14.79859,12.25430,30.21978,2 2 1,14.800800000000 0.000000000000 -0.522739862538,0.000000000000 12.254300000000 0.000000000000,0.000000000000 0.000000000000 30.219779177322,5072.680812868546,1536.814890700979
LAWFOF_clean,17.349841027072006,25.88800,25.88800,25.88800,1 1 1,25.888000000000 0.000000000000 0.000000000000,0.000000000000 25.888000000000 0.000000000000,0.000000000000 0.000000000000 25.888000000000,6159.841015789777,589.553214994332
LAWFUL_clean,17.337780428968003,25.88200,25.88200,25.88200,1 1 1,25.882000000000 0.000000000000 0.000000000000,0.000000000000 25.882000000000 0.000000000000,0.000000000000 0.000000000000 25.882000000000,6159.841015789777,589.963323105696
LAWFUN_clean,4.983503302876264,15.73951,18.89040,15.49116,2 2 2,17.029800000000 0.000000000000 -6.399868312156,0.000000000000 18.890400000000 0.000000000000,0.000000000000 0.000000000000 15.491163894203,3653.379137073246,1217.331899227578
LAWGAS_clean,17.337780428968003,25.88200,25.88200,25.88200,1 1 1,25.882000000000 0.000000000000 0.000000000000,0.000000000000 25.882000000000 0.000000000000,0.000000000000 0.000000000000 25.882000000000,6159.841015789777,589.963323105696
LAWGEW_clean,4.3214288568457695,14.92801,14.92801,14.92801,2 2 2,18.282999600000 9.141499644835 9.141500198970,0.000000000000 15.833542512334 5.277847559190,0.000000000000 0.000000000000 14.928006841310,1539.960253947449,591.740307198811
LAWGIA_clean,4.3294466525529165,14.93723,14.93723,14.93723,2 2 2,18.294300390000 9.147150352960 9.147149803672,0.000000000000 15.843328121279 5.281109564309,0.000000000000 0.000000000000 14.937233503194,1539.960253947449,590.644450551171
LAWGOG_clean,4.337971771236745,14.94703,14.94703,14.94703,2 2 2,18.306300130000 9.153150311214 9.153149933592,0.000000000000 15.853720461773 5.284573605783,0.000000000000 0.000000000000 14.947031403869,1539.960253947449,589.483697483509
LAWGOI_clean,10.0677397788,34.95000,17.27400,16.67600,1 2 2,34.950000000000 0.000000000000 0.000000000000,0.000000000000 17.274000000000 0.000000000000,0.000000000000 0.000000000000 16.676000000000,9593.360304015978,1582.296191021119
LAWGUM_clean,4.3425230773159615,14.95226,14.95226,14.95226,2 2 2,18.312699640000 9.156349938569 9.156350177150,0.000000000000 15.859263458898 5.286421054194,0.000000000000 0.000000000000 14.952256858454,1539.960253947449,588.865872157498
LAWGUO_clean,9.002522646330238,16.03310,33.32400,16.84960,2 1 2,16.033100000000 0.000000000000 0.000000000000,0.000000000000 33.324000000000 0.000000000000,0.000000000000 0.000000000000 16.849600000000,9537.369039821624,1759.192535671119
LAWHEZ01_clean,9.347794622512124,16.28250,33.84050,16.96490,2 1 2,16.282500000000 0.000000000000 0.000000000000,0.000000000000 33.840500000000 0.000000000000,0.000000000000 0.000000000000 16.964900000000,9333.730925911914,1658.040456935721
LAWHEZ_clean,9.347794622512124,16.28250,33.84050,16.96490,2 1 2,16.282500000000 0.000000000000 0.000000000000,0.000000000000 33.840500000000 0.000000000000,0.000000000000 0.000000000000 16.964900000000,9333.730925911914,1658.040456935721
LAWHID_clean,9.12470655054168,16.05390,33.20400,17.11780,2 1 2,16.053900000000 0.000000000000 0.000000000000,0.000000000000 33.204000000000 0.000000000000,0.000000000000 0.000000000000 17.117800000000,9417.262641821633,1713.778873853246
LAWHOJ_clean,6.470853514355873,17.03992,17.03992,19.30000,2 2 2,19.676000000000 -9.838000000000 0.000000000000,0.000000000000 17.039915844863 0.000000000000,0.000000000000 0.000000000000 19.300000000000,6022.604416490987,1545.509853855425
LAWHUP_clean,6.4415174222834235,16.78097,16.78097,19.81000,2 2 2,19.377000000000 -9.688500000000 0.000000000000,0.000000000000 16.780974249131 0.000000000000,0.000000000000 0.000000000000 19.810000000000,6022.604416490987,1552.548446845136
LAXCUK_clean,21.440186279221788,19.58753,37.98000,28.72837,2 1 1,19.650000000000 0.000000000000 -2.296291173400,0.000000000000 37.980000000000 0.000000000000,0.000000000000 0.000000000000 28.728373550324,11160.158502158814,864.352349732914
LAXGOH01_clean,1.057357936799845,8.45803,9.49156,13.12810,3 3 2,8.485600000000 -0.767006999479 0.000000000000,0.000000000000 9.491560002128 0.000000000000,0.000000000000 0.000000000000 13.128100000000,1301.251868635237,2043.564478859417
LAXGOH02_clean,1.050101369972039,8.43333,13.12720,9.45425,3 2 3,8.461200000000 0.000000000000 -0.769307619082,0.000000000000 13.127200000000 0.000000000000,0.000000000000 0.000000000000 9.454251743910,1301.251868635239,2057.686222370874
LAXGOH03_clean,1.0775211950806212,8.50529,13.21280,9.55762,3 2 3,8.532600000000 0.000000000000 -0.766469194444,0.000000000000 13.212800000000 0.000000000000,0.000000000000 0.000000000000 9.557615909000,1301.251868635239,2005.324007499059
LAXJAX_clean,65.71413648958082,36.98387,36.98387,36.98387,1 1 1,45.295800000000 22.647900000000 22.647900000000,0.000000000000 39.227313484739 13.075771161580,0.000000000000 0.000000000000 36.983865830386,28393.727374377653,717.484645157444
LAXMIJ_clean,1.4572404904948801,9.91790,7.42560,19.78700,3 4 2,9.917900000000 0.000000000000 0.000000000000,0.000000000000 7.425600000000 0.000000000000,0.000000000000 0.000000000000 19.787000000000,1552.162127414985,1768.702791015502
LAYGAV_clean,7.1071693240371365,13.13846,20.68742,22.73938,2 2 2,13.959000000000 6.979521243720 6.979493463028,0.000000000000 22.390493134776 9.414918594654,0.000000000000 0.000000000000 22.739384038834,4430.675924122187,1035.195395255764
LAZGOK_clean5b,1.623839091028412,9.85483,10.67732,12.79090,3 3 2,11.583000000000 -3.993108436273 -5.299471897971,0.000000000000 10.960260490343 -2.964083148327,0.000000000000 0.000000000000 12.790898705424,1254.309010449307,1282.657067828394
LAZGOK_manual,1.623839097497318,9.85483,10.67732,12.79090,3 3 2,11.583000380000 -3.993108336196 -5.299471613814,0.000000000000 10.960260037226 -2.964082965375,0.000000000000 0.000000000000 12.790898865551,1254.309010449307,1282.657062718659
LAZHUR_clean,2.314443394989607,9.31370,10.40223,23.87965,3 3 2,9.313700000000 0.000000000000 0.000000000000,0.000000000000 10.406300000000 -0.668270363990,0.000000000000 0.000000000000 23.879651080378,1781.160675729642,1277.925520650414
LAZJAZ_clean,1.2172605382867558,9.00560,10.40555,12.60146,3 3 2,9.005600000000 0.000000000000 0.000000000000,0.000000000000 10.726299980000 -3.152878820445,0.000000000000 0.000000000000 12.601462500583,933.514332387257,1273.463364760022
LAZJAZ_SL,1.217260528224381,9.00560,10.40555,12.60146,3 3 2,9.005600000000 0.000000000000 0.000000000000,0.000000000000 10.726300000000 -3.152879330699,0.000000000000 0.000000000000 12.601462372917,935.530213895048,1276.213361205823
LAZJIH_clean,7.836561437808641,16.19360,16.19360,29.88400,2 2 1,16.193600000000 0.000000000000 0.000000000000,0.000000000000 16.193600000000 0.000000000000,0.000000000000 0.000000000000 29.884000000000,5048.435327687389,1069.744994343501
LAZKUU_clean,4.82566315727942,12.79800,18.29253,19.96092,2 2 2,12.798000000000 0.000000000000 0.000000000000,0.000000000000 18.890100000000 -5.143666000746,0.000000000000 0.000000000000 19.960923996648,2895.739367393647,996.440738883389
LAZLEF_clean,3.156063714585537,9.95311,12.85936,24.22518,3 2 1,10.109299560000 2.099040313505 1.990007958329,0.000000000000 12.887174678308 1.594204622082,0.000000000000 0.000000000000 24.225178243900,2872.695623807487,1511.446778264707
LAZPIN_clean,3.2338250639367003,8.01910,17.30500,23.30340,3 2 2,8.019100000000 0.000000000000 0.000000000000,0.000000000000 17.305000000000 0.000000000000,0.000000000000 0.000000000000 23.303400000000,3999.176321651379,2053.539392447989
LAZPOT_clean,3.21047168422575,7.99050,17.24500,23.29870,4 2 2,7.990500000000 0.000000000000 0.000000000000,0.000000000000 17.245000000000 0.000000000000,0.000000000000 0.000000000000 23.298700000000,4008.858499500098,2073.484971402831
LAZPUZ_clean,3.191751921304828,7.95290,17.24660,23.27020,4 2 2,7.952900000000 0.000000000000 0.000000000000,0.000000000000 17.246600000000 0.000000000000,0.000000000000 0.000000000000 23.270200000000,4015.193912188739,2088.942107928599
LAZSIQ,5.42329723945652,14.11773,14.27900,26.64768,2 2 1,14.252999610000 0.000000000000 -3.697670505765,0.000000000000 14.279000000000 0.000000000000,0.000000000000 0.000000000000 26.647676105634,4003.595788226157,1225.845746405139
LAZXIV_clean,8.87353561291498,22.59590,19.81660,19.81700,2 2 2,22.595900000000 0.000000000000 0.000000000000,0.000000000000 19.816600000000 0.000000000000,0.000000000000 0.000000000000 19.817000000000,4585.480296729056,858.098501598741
LAZXOB_clean,4.165261465194035,14.23488,14.38274,14.38274,2 2 2,17.557500000000 -6.016535434930 -6.016535434930,0.000000000000 16.494456875273 -8.074896471946,0.000000000000 0.000000000000 14.382738076513,2619.722776326205,1044.388487903667
LECFAC_clean,8.652646823800527,18.28997,18.28997,18.28997,2 2 2,22.400400000000 -7.466718673781 -7.466718673781,0.000000000000 21.119328408039 -10.559491685762,0.000000000000 0.000000000000 18.289974514606,4370.085230646872,838.667740903398
LECFEG_clean,8.574316666889256,18.23462,18.23462,18.23462,2 2 2,22.332600000000 -7.444118919934 -7.444118919934,0.000000000000 21.055405867992 -10.527530937905,0.000000000000 0.000000000000 18.234615669581,4557.663634667574,882.656573432806
LECFUW_charged,5.090958785194714,14.51172,16.10874,16.10871,2 2 2,16.990600000000 -5.663394206445 5.663524063931,0.000000000000 18.600734515132 9.300285264181,0.000000000000 0.000000000000 16.108710302880,4602.149781307047,1501.101906431820
LECGAD_clean,1.052346473297368,7.44616,9.10345,14.63745,4 3 2,7.829200000000 -1.823410067275 -3.378667905616,0.000000000000 9.182815044231 -1.937029174565,0.000000000000 0.000000000000 14.637453400453,743.590073540806,1173.339907767623
LECGEH_clean,1.120586671165727,7.65224,9.28951,14.84049,4 3 2,8.023099600000 -1.501232522307 -3.647687749391,0.000000000000 9.411420070451 -2.412173391270,0.000000000000 0.000000000000 14.840485557198,734.364384076806,1088.216137725518
LECGIL_clean,3.5156965251193792,13.29227,14.87978,15.07298,2 2 2,15.325000000000 6.299311544784 7.331661667049,0.000000000000 15.219903352576 3.241191404399,0.000000000000 0.000000000000 15.072975800417,1983.047306228212,936.635692352847
LECHUX_clean,2.554629653154942,8.23310,10.86510,28.55820,3 3 1,8.233100000000 0.000000000000 0.000000000000,0.000000000000 10.865100000000 0.000000000000,0.000000000000 0.000000000000 28.558200000000,4369.146552259711,2839.995630590882
LECQEQ_clean,1.299467454906307,6.47899,12.89280,12.89280,4 2 2,6.770200000000 -2.256732320669 2.256732320669,0.000000000000 14.887325280011 7.443666661762,0.000000000000 0.000000000000 12.892799564929,934.454704108759,1194.103183329968
LEDCAA_clean,5.10367306032,13.16800,15.89100,24.39000,2 2 1,13.168000000000 0.000000000000 0.000000000000,0.000000000000 15.891000000000 0.000000000000,0.000000000000 0.000000000000 24.390000000000,5177.516824377009,1684.564644620477
LEDHEJ_clean,1.08303576292555,8.60299,10.08120,11.46304,3 3 3,8.748600000000 1.995333935291 0.817561811036,0.000000000000 10.799516460318 4.403689792148,0.000000000000 0.000000000000 11.463043134337,1036.469156975380,1589.141589893830
LEDHIN_clean,1.078244057209638,8.57285,10.06112,11.46143,3 3 3,8.715899540000 1.980020777515 0.817551965757,0.000000000000 10.793591309714 4.452360167202,0.000000000000 0.000000000000 11.461432141089,1043.617394769706,1607.212289560273
LEDJOU_clean,1.990623907008,8.71200,9.85900,23.17600,3 3 2,8.712000000000 0.000000000000 0.000000000000,0.000000000000 9.859000000000 0.000000000000,0.000000000000 0.000000000000 23.176000000000,2373.939442416435,1980.292894675003
LEDJUA_clean,1.098779870009968,8.71502,10.69707,10.01605,3 3 3,9.547000000000 -0.436207136911 -4.314474589043,0.000000000000 11.490723403411 -3.929192493879,0.000000000000 0.000000000000 10.016048091266,1230.816241257528,1860.079611819123
LEDLAJ_clean,6.418851348326854,14.55555,19.31810,19.31810,2 2 2,17.200000000000 8.600003193633 8.600003193633,0.000000000000 19.318101145804 0.000008199430,0.000000000000 0.000000000000 19.318101145802,4447.168147545231,1150.469847717355
LEDLEN_clean,4.647025520095741,13.80899,13.80899,21.18278,2 2 2,15.867999910000 7.788358004779 1.754237489342,0.000000000000 13.825154418787 1.025204516373,0.000000000000 0.000000000000 21.182776176191,2558.055143628176,914.079256227054
LEDNEP_charged,1.789092489433759,9.09870,13.45335,13.45335,3 2 2,9.764100000000 -3.445323570807 -3.445323570807,0.000000000000 13.619784393758 -2.122730240839,0.000000000000 0.000000000000 13.453346916551,2362.812673825406,2193.034721257636
LEDNIT_charged,1.777054055802855,9.10612,13.43898,13.43898,3 2 2,9.710400000000 -3.265249558271 -3.265249558271,0.000000000000 13.617494540928 -2.197720003355,0.000000000000 0.000000000000 13.438980034179,2330.128254066840,2177.349749978179
LEDPIU_clean,2.974403300483573,9.46498,12.81429,22.58605,3 2 2,10.185000000000 -5.092480591159 0.000000000000,0.000000000000 12.930000476360 -3.042113969439,0.000000000000 0.000000000000 22.586049734226,2351.215792190004,1312.627940256112
LEDWUN_clean,1.72104649213077,7.58170,10.47870,21.66300,4 3 2,7.581700000000 0.000000000000 0.000000000000,0.000000000000 10.478700000000 0.000000000000,0.000000000000 0.000000000000 21.663000000000,1296.603386061218,1251.017997244208
LEGGEK_clean,0.9470008951160029,7.39645,9.28164,12.11695,4 3 2,7.796999600000 -0.683349633668 -3.619161363386,0.000000000000 10.023734149356 -4.941265812021,0.000000000000 0.000000000000 12.116950614768,862.095303895399,1511.659224002651
LEGGIO_clean,4.885593528984403,13.41997,13.45383,26.94900,2 2 1,13.475000000000 -1.219659000951 0.000000000000,0.000000000000 13.453829001911 0.000000000000,0.000000000000 0.000000000000 26.949000000000,3448.381215581593,1172.052181376173
LEGGOU_clean,4.423381512297398,10.18980,17.76400,24.43173,3 2 1,10.192000180000 0.000000000000 -0.507506514654,0.000000000000 17.764000000000 0.000000000000,0.000000000000 0.000000000000 24.431729495424,4366.477207526405,1639.176833894094
LEHTID_clean,2.193506244591391,6.90820,17.08670,17.23229,4 2 2,6.908200000000 0.000000000000 0.000000000000,0.000000000000 18.426000000000 -6.955299546578,0.000000000000 0.000000000000 17.232286476767,2936.241986052019,2222.808136917737
LEHXUT_clean,36.29370639589942,30.34379,30.34379,30.34379,1 1 1,37.163400000000 18.581700000000 18.581700000000,0.000000000000 32.184448491003 10.728149497001,0.000000000000 0.000000000000 30.343789035649,8899.289870628510,407.167438598835
LEJBUX_clean,2.034368363397808,8.94983,12.04600,18.75856,3 2 2,9.003000150000 0.000000000000 -2.047769095509,0.000000000000 12.046000000000 0.000000000000,0.000000000000 0.000000000000 18.758559159261,1283.635966300625,1047.758739961644
LEJCAE_clean,5.634719811112,8.50400,14.44100,45.88300,3 2 1,8.504000000000 0.000000000000 0.000000000000,0.000000000000 14.441000000000 0.000000000000,0.000000000000 0.000000000000 45.883000000000,3850.907898901869,1134.853535493292
LEJCAG_clean,17.764381868479465,22.45510,22.45510,28.38971,2 2 1,26.880000000000 13.440000000000 13.439993528504,0.000000000000 23.278762853726 7.759583881589,0.000000000000 0.000000000000 28.389708929440,5506.388135950504,514.713701370931
LEJCEK_clean,30.478267198597976,27.00089,27.00089,33.60820,1 1 1,32.359900000000 16.179950000000 16.179909982623,0.000000000000 28.024495463924 9.341475383931,0.000000000000 0.000000000000 33.608203537464,6131.284615182196,334.049028499711
LEJCIO_clean,30.461303183210852,27.49881,27.49881,32.02868,1 1 1,33.139000000000 16.569500000000 16.569521768415,0.000000000000 28.699215856013 9.566417853338,0.000000000000 0.000000000000 32.028680663764,5987.175402266402,326.379228075910
LEJKIW_clean,4.606426899453951,11.92309,11.92309,28.06190,3 3 1,13.767600000000 -6.883800000000 0.000000000000,0.000000000000 11.923091349143 0.000000000000,0.000000000000 0.000000000000 28.061900000000,5061.936726257363,1824.742289332283
LEJRIC_clean,1.302993381796842,6.41091,12.98918,12.98918,4 2 2,6.688200000000 -2.229409331574 2.229409331574,0.000000000000 14.998614389079 7.499304743527,0.000000000000 0.000000000000 12.989182497602,934.454704108759,1190.871915556091
LEJZOQ_clean,6.9675882309467845,23.09382,17.46500,15.22694,2 2 2,26.200000000000 0.000000000000 -8.158796898685,0.000000000000 17.465000000000 0.000000000000,0.000000000000 0.000000000000 15.226938568406,4660.471728867858,1110.699073201749
LELCUB01_clean,14.95859019612238,17.20436,23.10547,34.92500,2 2 1,18.537000000000 -9.268670742702 0.000000000000,0.000000000000 23.105469605775 0.000000000000,0.000000000000 0.000000000000 34.925000000000,15135.433935630965,1680.169980345264
LELDOX_clean,64.12488113757603,40.02600,40.02600,40.02600,1 1 1,40.026000000000 0.000000000000 0.000000000000,0.000000000000 40.026000000000 0.000000000000,0.000000000000 0.000000000000 40.026000000000,23997.016394715367,621.412068798125
LELDUD_clean,61.55501333190401,39.48400,39.48400,39.48400,1 1 1,39.484000000000 0.000000000000 0.000000000000,0.000000000000 39.484000000000 0.000000000000,0.000000000000 0.000000000000 39.484000000000,16982.227148567883,458.121025725120
LELMIA01_clean,1.1583607228109398,5.97806,11.35647,17.05830,5 3 2,5.979500000000 -0.249187000756 0.000000000000,0.000000000000 11.356466000838 0.000000000000,0.000000000000 0.000000000000 17.058300000000,1031.037391746905,1478.017584657428
LELMIA_clean,1.1880987752099859,5.39249,16.94010,11.67404,5 2 3,6.007800000000 0.000000000000 -5.733713296265,0.000000000000 16.940100000000 0.000000000000,0.000000000000 0.000000000000 11.674038249305,1031.037391746905,1441.022879085506
LELROL_clean,8.069695242642986,16.64943,17.20856,26.94300,2 2 1,17.404700000000 -5.241815432512 0.000000000000,0.000000000000 17.208564368113 0.000000000000,0.000000000000 0.000000000000 26.943000000000,3526.142427613224,725.590729379377
LELRUR_clean,5.642858693999904,13.90024,14.15877,26.19212,2 2 1,14.787899700000 -2.536494817622 -7.238615574453,0.000000000000 14.568739451695 -6.348482294707,0.000000000000 0.000000000000 26.192123045089,3561.491121894294,1048.049269612170
LEMHAM_clean,3.880016389301871,14.71900,14.73400,17.89100,2 2 2,14.719000000000 -0.005143136135 0.000000000000,0.000000000000 14.733999102353 0.000000000000,0.000000000000 0.000000000000 17.891000000000,4924.946442832704,2107.739626535967
LEMNOH_clean,2.15860267932,11.14000,11.49700,16.85400,3 3 2,11.140000000000 0.000000000000 0.000000000000,0.000000000000 11.497000000000 0.000000000000,0.000000000000 0.000000000000 16.854000000000,1552.335808359514,1194.158494913758
LEMVOP_clean,7.303551137386112,14.00400,22.21275,22.39109,2 2 2,14.004000000000 0.000000000000 0.000000000000,0.000000000000 23.292000000000 -7.064179556169,0.000000000000 0.000000000000 22.391087695738,6563.093424901002,1492.187922575866
LENGAO_clean,8.839638719043599,12.13312,16.74834,43.41000,2 2 1,12.158300000000 -1.079544441362 0.000000000000,0.000000000000 16.748344079614 0.000000000000,0.000000000000 0.000000000000 43.410000000000,5155.227302291811,968.416793104043
LENGES_clean,2.970219829029849,15.05732,15.05732,11.34550,2 2 3,17.386700000000 -8.693350000000 0.000000000000,0.000000000000 15.057323887979 0.000000000000,0.000000000000 0.000000000000 11.345500000000,3986.052095636755,2228.452522884842
LENKIA_clean,1.221090308922857,6.03005,12.99862,12.99862,4 2 2,6.258700000000 -2.086212765051 2.086212765051,0.000000000000 15.009509343711 7.504753278214,0.000000000000 0.000000000000 12.998617194612,963.570833126071,1310.342627937268
LENRUS_clean,0.977905241427835,7.03730,10.43990,13.31050,4 3 2,7.037300000000 0.000000000000 0.000000000000,0.000000000000 10.439900000000 0.000000000000,0.000000000000 0.000000000000 13.310500000000,1252.326121412679,2126.520990981908
LEPLAV_clean,3.24968624004042,13.34119,13.60477,17.89630,2 2 2,13.347100000000 -0.405039791465 0.000000000000,0.000000000000 13.604771935146 0.000000000000,0.000000000000 0.000000000000 17.896300000000,3321.156968020379,1697.059148344676
LEPLEZ02_clean,1.8613431359683141,13.59708,12.28400,8.83532,2 2 3,17.150000000000 0.000000000000 -6.791595917331,0.000000000000 12.284000000000 0.000000000000,0.000000000000 0.000000000000 8.835324606131,2427.479295088720,2165.599292204828
LEPLEZ_clean,0.934629482300555,8.25809,9.13210,8.83956,3 3 3,10.567099920000 -3.398079895291 -5.042643252073,0.000000000000 10.005830628132 -3.958190516986,0.000000000000 0.000000000000 8.839557297940,1213.739647544361,2156.428538869400
LEQBUG_clean,13.160477376,19.38000,19.38000,35.04000,2 2 1,19.380000000000 0.000000000000 0.000000000000,0.000000000000 19.380000000000 0.000000000000,0.000000000000 0.000000000000 35.040000000000,5803.076962871989,732.210067740605
LEQCAN_clean,12.32129907952,18.58300,18.58300,35.68000,2 2 1,18.583000000000 0.000000000000 0.000000000000,0.000000000000 18.583000000000 0.000000000000,0.000000000000 0.000000000000 35.680000000000,5773.273949176264,778.062841482332
LEQQAA_clean,5.22956489895,21.43500,21.43500,11.38200,2 2 3,21.435000000000 0.000000000000 0.000000000000,0.000000000000 21.435000000000 0.000000000000,0.000000000000 0.000000000000 11.382000000000,2542.643720127143,807.363221817488
LEQQEE_clean,3.726152005530575,10.02942,31.42900,11.80501,3 1 3,10.043000000000 0.000000000000 -0.614542648684,0.000000000000 31.429000000000 0.000000000000,0.000000000000 0.000000000000 11.805014965384,2542.643720127139,1133.114902251207
LEQQII_clean,8.21962352440557,13.89997,13.89997,36.84300,2 2 1,16.050300000000 -8.025150000000 0.000000000000,0.000000000000 13.899967538361 0.000000000000,0.000000000000 0.000000000000 36.843000000000,3813.965580190700,770.502143982059
LEQVIN_clean,1.697364866547133,7.62362,7.62362,25.29200,4 4 1,8.803000000000 -4.401500000000 0.000000000000,0.000000000000 7.623621629514 0.000000000000,0.000000000000 0.000000000000 25.292000000000,1942.244819586912,1900.105748184942
LEQVUZ_clean,12.425909087527998,23.16200,23.16200,23.16200,2 2 2,23.162000000000 0.000000000000 0.000000000000,0.000000000000 23.162000000000 0.000000000000,0.000000000000 0.000000000000 23.162000000000,4987.859990640672,666.553619503319
LERNAY01_clean,1.39220048711552,8.84580,11.52459,11.72766,3 3 3,10.081599610000 5.040789160709 5.040789281082,0.000000000000 11.775002613104 2.458060564537,0.000000000000 0.000000000000 11.727658839035,1484.127487786559,1770.184101834199
LERNAY02_clean,1.380798135947804,8.85291,11.36230,11.76433,3 3 3,10.106899480000 5.053462061167 5.053451923995,0.000000000000 11.613018939978 2.485003426887,0.000000000000 0.000000000000 11.764327643781,1484.127487786559,1784.801923393443
LERNAY_clean,1.394925271502466,8.85444,11.56134,11.70059,3 3 3,10.096000450000 5.047973997883 5.047977417721,0.000000000000 11.808473918105 2.432162196873,0.000000000000 0.000000000000 11.700591209348,1484.127487786559,1766.726303698889
LERNEC01_clean,1.3904829505351861,8.82813,11.61078,11.66121,3 3 3,10.061599590000 5.030782665038 5.030784657888,0.000000000000 11.850999598283 2.384353683855,0.000000000000 0.000000000000 11.661211023544,1484.127487786559,1772.370648564352
LERNEC_clean,1.403436029120659,8.86166,11.55257,11.77957,3 3 3,10.103999850000 5.051998185843 5.051977723151,0.000000000000 11.791521826321 2.408221166604,0.000000000000 0.000000000000 11.779569835957,1484.127487786559,1756.012470623157
LESWAI_clean,2.190321014925348,10.58363,10.90652,16.12276,3 3 2,12.456099950000 6.228062580815 3.918054270002,0.000000000000 10.906523996539 0.000001556082,0.000000000000 0.000000000000 16.122757665403,1872.665195744005,1419.715675703213
LETDEU_clean,5.3680603662514805,28.67820,28.67820,6.52700,1 1 4,28.678200000000 0.000000000000 0.000000000000,0.000000000000 28.678200000000 0.000000000000,0.000000000000 0.000000000000 6.527000000000,5228.048721112200,1617.227969558513
LETDUK_clean,1.583115249705912,7.40220,11.08530,19.29320,4 3 2,7.402200000000 0.000000000000 0.000000000000,0.000000000000 11.085300000000 0.000000000000,0.000000000000 0.000000000000 19.293200000000,1052.828021350051,1104.317390885747
LETFEW,5.7324822340825,6.55610,21.98300,39.77500,4 2 1,6.556100000000 0.000000000000 0.000000000000,0.000000000000 21.983000000000 0.000000000000,0.000000000000 0.000000000000 39.775000000000,7333.704763812341,2124.367817178752
LETPOR01_ion_b,13.642196659702396,9.84290,9.84290,36.89319,3 3 1,37.232000000000 -35.882920494046 -0.674542259803,0.000000000000 9.931658512956 -4.965847711240,0.000000000000 0.000000000000 36.893186000243,13607.291645427773,1656.290061389958
LETPOR_clean,27.28454074245123,52.17490,52.17490,10.02290,1 1 3,52.174900000000 0.000000000000 0.000000000000,0.000000000000 52.174900000000 0.000000000000,0.000000000000 0.000000000000 10.022900000000,21542.107793773368,1311.053925531518
LETPUX01_clean,23.418452897674477,48.39310,48.39310,9.99980,1 1 3,48.393100000000 0.000000000000 0.000000000000,0.000000000000 48.393100000000 0.000000000000,0.000000000000 0.000000000000 9.999800000000,15086.722646320319,1069.758421828574
LETPUX_clean,23.418452897674477,48.39310,48.39310,9.99980,1 1 3,48.393100000000 0.000000000000 0.000000000000,0.000000000000 48.393100000000 0.000000000000,0.000000000000 0.000000000000 9.999800000000,15086.722646320319,1069.758421828574
LETQAE01_ion_b,32.336497181424,48.56100,66.34000,10.03760,1 1 3,48.561000000000 0.000000000000 0.000000000000,0.000000000000 66.340000000000 0.000000000000,0.000000000000 0.000000000000 10.037600000000,20188.070369767258,1036.694620281383
LETQAE_clean,32.336497181424,48.56100,66.34000,10.03760,1 1 3,48.561000000000 0.000000000000 0.000000000000,0.000000000000 66.340000000000 0.000000000000,0.000000000000 0.000000000000 10.037600000000,18314.415220046845,940.478975180080
LETQEI_clean,43.894986238558005,66.31300,66.31300,9.98200,1 1 3,66.313000000000 0.000000000000 0.000000000000,0.000000000000 66.313000000000 0.000000000000,0.000000000000 0.000000000000 9.982000000000,21542.107793773368,814.933715944376
LETRAF_clean,55.9171871681784,84.04300,66.29800,10.03560,1 1 3,84.043000000000 0.000000000000 0.000000000000,0.000000000000 66.298000000000 0.000000000000,0.000000000000 0.000000000000 10.035600000000,24713.355685281709,733.897505594569
LETREJ_clean,71.24436037581499,84.11500,84.11500,10.06940,1 1 3,84.115000000000 0.000000000000 0.000000000000,0.000000000000 84.115000000000 0.000000000000,0.000000000000 0.000000000000 10.069400000000,29096.934939117353,678.181220806195
LETRIN_clean,1.267618930778404,10.38596,10.38596,11.07184,3 3 3,11.017799710000 3.662079152777 0.506191224726,0.000000000000 10.391395444730 0.358315803590,0.000000000000 0.000000000000 11.071844330052,1104.953323366944,1447.452179923616
LETROT_clean,1.097746410040346,9.12830,9.54573,11.06441,3 3 3,10.393300000000 -5.196643001495 0.000000000000,0.000000000000 9.545979005444 -0.080715924858,0.000000000000 0.000000000000 11.064405588619,1104.953323366944,1671.440478316125
LETRUZ_clean,1.0061549552181561,8.41695,9.73249,11.07480,3 3 3,9.334800000000 -4.667414612690 0.000000000000,0.000000000000 9.732489880460 0.000000000000,0.000000000000 0.000000000000 11.074800000000,1104.953323366944,1823.593647431590
LETVUB_clean,1.06047037635981,12.32510,12.32510,6.98100,2 2 4,12.325100000000 0.000000000000 0.000000000000,0.000000000000 12.325100000000 0.000000000000,0.000000000000 0.000000000000 6.981000000000,751.829245153739,1177.252665692652
